Source,RA_ICRS,DE_ICRS,Gmag
3016985552145228288,84.29026283905,-6.15928198439,20.817734
3016985586504260992,84.2964683397,-6.15264027109,18.77703
3016985586504969600,84.29523764101,-6.14585047548,21.081678
3016985620864696576,84.27743067713,-6.14948981837,20.943033
3016985655223738880,84.28873730324,-6.14399994178,19.455217
3016985655223740928,84.29075595975,-6.13347372863,17.55086
3016985659519259648,84.28667218731,-6.13290350059,17.676508
3016985693879338368,84.32862645685,-6.16140516105,14.756293
3016985689584217344,84.34059043817,-6.15780633271,20.315891
3016985689584211840,84.33158220925,-6.1563023443,20.62472
3016985723942599552,84.34220694454,-6.13973513413,19.115116
3016985728238160768,84.34111740967,-6.13958780608,21.062836
3016985758302336128,84.31384451324,-6.14887209777,18.45556
3016985762598473472,84.32277984129,-6.14340821432,16.167765
3016985792663429120,84.33542472211,-6.13696684892,20.670618
3016985827021814784,84.36171537566,-6.13822358081,20.11435
3016985827022026624,84.35940352396,-6.13625424704,19.709057
3016985831317947264,84.3594883954,-6.13577017047,20.173094
3016985827023177984,84.35229297272,-6.13456014059,20.69935
3016985861381557120,84.36250158941,-6.12253712719,19.463346
3016985895741554176,84.33495246622,-6.13092263856,20.613031
3016985930102054144,84.35098973149,-6.12528525566,20.854097
3016985934396794368,84.35143665665,-6.11296321869,21.286804
3016985968757041536,84.30980306759,-6.14635298483,20.96528
3016985998821846144,84.31698222209,-6.13587965563,20.70863
3016986033180863232,84.29757587825,-6.13206468034,19.18197
3016986033180247424,84.30698209387,-6.12812492934,18.688107
3016986037475807744,84.29172701804,-6.13261600814,21.00292
3016986033181123584,84.29391599126,-6.13090940059,20.177675
3016986071836118528,84.30156390399,-6.11756594081,14.563987
3016986101899725440,84.33294507461,-6.12344678023,17.974945
3016986101899726208,84.32876997964,-6.11935616471,17.897789
3016986101899726720,84.32688818556,-6.11522099329,18.111732
3016986136259674112,84.34565908915,-6.1049369485,19.292015
3016986170619204864,84.31220268185,-6.11131648662,18.83649
3016986209275068160,84.33375319567,-6.09705564115,17.449547
3016986204979152128,84.3329830583,-6.09448713049,20.709106
3016986239338948224,84.24688116465,-6.15453958826,9.631053
3016986243634948736,84.24702137998,-6.15430292544,
3016986243633394048,84.24218559285,-6.15069208376,18.544981
3016986273699291776,84.25343181753,-6.15038045298,18.759363
3016986273699437568,84.24830562071,-6.1501807227,20.525467
3016986308059438080,84.23514518243,-6.15262785278,20.454084
3016986308059029888,84.22904188591,-6.15389345186,18.042458
3016986449793244032,84.25553867866,-6.13320068241,20.045237
3016986484151536896,84.25875106538,-6.1181863921,19.22322
3016986582936971520,84.20780009085,-6.13181830803,20.385004
3016986621592070656,84.22657516846,-6.12275662476,16.555502
3016986720375632640,84.23421037755,-6.10972815696,20.70162
3016986720375925248,84.23838914896,-6.10877828398,20.021759
3016986724671125760,84.23127120581,-6.1108345531,15.847907
3016986754735374464,84.23983307306,-6.0952598549,19.367382
3016986793390762240,84.28857094617,-6.11236241925,12.955602
3016986827750362368,84.29819118577,-6.11254582535,17.412573
3016986827748905728,84.29847030885,-6.1034556452,20.319738
3016986857814586368,84.27004438317,-6.10646451188,19.728798
3016986896469838848,84.28968256161,-6.10453997108,10.463782
3016986896469838080,84.28257523755,-6.0974649903,16.726534
3016986960893395968,84.3157366002,-6.09587780772,21.133865
3016986960894520192,84.31681311173,-6.09485245148,21.132309
3016986965189312768,84.32595284988,-6.09230018691,15.742846
3016986995253800832,84.30053904842,-6.09790643998,20.358265
3016986999549052288,84.29627388469,-6.08433298671,16.335396
3016987033908544128,84.31623566495,-6.08080698233,
3016987033908789248,84.31146507992,-6.07735837954,18.827225
3016987063973276416,84.25800816672,-6.10238609454,19.499935
3016987102627695744,84.28373004165,-6.09171388961,21.195787
3016987102626813568,84.2749317919,-6.08961069259,19.924309
3016987132692898048,84.25471920811,-6.08541894367,20.848043
3016987167052236928,84.26936440075,-6.08656839983,20.600887
3016987171347744896,84.26967998527,-6.08204352351,16.743967
3016987201412232576,84.28401297623,-6.08834649204,20.901554
3016987235771716352,84.30235827958,-6.07171550593,16.941034
3016987274426939520,84.27185410543,-6.06951779383,16.750212
3016987338851684224,84.3705178908,-6.12383111155,20.980677
3016987373211433728,84.38639465344,-6.11275651027,21.08334
3016987407569786624,84.35750379259,-6.10855996469,18.860136
3016987407571153920,84.3648086629,-6.10962892173,20.551493
3016987476288866048,84.39746497705,-6.09639016527,12.506424
3016987476290282240,84.39877480435,-6.09462458965,18.17579
3016987549304861440,84.37715034095,-6.09083216809,16.745045
3016987583664597888,84.40096911365,-6.08247539882,14.53055
3016987583664598528,84.39246119195,-6.08368175448,16.608416
3016987613729574400,84.35485463823,-6.105340664,20.82489
3016987618024339968,84.35550172389,-6.10558480491,19.204636
3016987618024339712,84.35091929752,-6.0983897568,17.094423
3016987648088163712,84.36115709619,-6.09204918505,19.996946
3016987716807434624,84.35187016724,-6.08240168088,19.773497
3016987751167172736,84.36507215136,-6.0831562834,17.642977
3016987819886903168,84.36636037017,-6.07027078115,20.624727
3016987888606126848,84.42399091398,-6.0793601186,18.272146
3016987961621718400,84.41091039305,-6.0692931236,17.660154
3016988030341193472,84.43992363946,-6.06317920869,17.3156
3016988094765572992,84.43243833975,-6.05470914428,20.55567
3016988129124298880,84.43619615283,-6.04726414867,20.217005
3016988167778676736,84.39428807521,-6.06453484028,20.275377
3016988232204886912,84.37864320259,-6.05447561545,20.827642
3016988270859363200,84.394724331,-6.04626467192,20.036722
3016988305217621248,84.41711720127,-6.05093150726,19.483868
