#Table1
class,z,dered_r
GALAXY,0.06941621,17.67245
GALAXY,0.1308983,17.7112
GALAXY,0.02859448,17.07966
GALAXY,0.0286135,17.07966
QSO,2.682548,19.68356
GALAXY,0.04383927,16.99012
GALAXY,0.9228494,19.85824
GALAXY,0.132103,17.6092
QSO,1.842279,20.17327
QSO,1.846197,20.17327
GALAXY,0.1322553,17.6092
GALAXY,0.3630798,18.71389
GALAXY,-0.01110372,
GALAXY,0.06883355,16.29892
GALAXY,0.06886072,16.29892
QSO,0.994044,17.87463
QSO,0.9942365,17.87463
QSO,1.944574,19.68356
GALAXY,0.06946988,17.67245
GALAXY,0.04386673,16.99012
GALAXY,0.1543573,17.62982
QSO,1.549326,19.85824
QSO,1.088089,19.73034
GALAXY,0.3261393,18.20791
GALAXY,0.1250188,15.75121
GALAXY,0.3636259,18.71389
GALAXY,0.1544722,17.62982
GALAXY,0.3261483,18.20791
GALAXY,0.3403374,18.90126
GALAXY,0.3405702,18.90126
GALAXY,0.1220054,15.89717
GALAXY,0.1219912,15.89717
QSO,4.205351,21.69824
GALAXY,0.09429365,17.1902
GALAXY,0.09428608,17.1902
GALAXY,0.1218911,17.31941
GALAXY,0.1209306,16.24683
GALAXY,0.3412805,18.69494
GALAXY,0.06647788,
GALAXY,0.141264,17.55534
GALAXY,0.1218965,17.31941
GALAXY,0.1209516,16.24683
GALAXY,0.1413101,17.55534
GALAXY,0.1185631,16.96938
GALAXY,0.1185797,16.96938
GALAXY,0.1234902,16.46679
GALAXY,0.123583,16.46679
GALAXY,0.1053129,16.22519
GALAXY,0.1053494,16.22519
GALAXY,0.4625238,19.13766
GALAXY,0.4622205,19.13766
GALAXY,0.06745196,16.99938
GALAXY,0.02921594,17.69304
GALAXY,0.5654626,
GALAXY,0.3411288,18.69494
GALAXY,0.02921438,17.69304
GALAXY,0.06746899,16.99938
GALAXY,0.08640952,16.9958
GALAXY,0.08641716,16.9958
GALAXY,0.1164391,17.07882
QSO,0.7908204,
GALAXY,0.01973852,17.56607
GALAXY,0.1990499,17.57017
GALAXY,0.1990145,17.57017
QSO,0.9272915,19.93372
QSO,0.9270458,19.93372
GALAXY,0.1284664,17.14766
GALAXY,0.1286162,17.14766
GALAXY,0.2026056,17.40195
GALAXY,0.1290665,15.67395
GALAXY,0.1289796,15.67395
GALAXY,0.1325008,17.24896
GALAXY,0.1987236,16.80468
GALAXY,0.1795337,16.81763
GALAXY,0.1399395,17.38503
GALAXY,0.438673,19.6928
GALAXY,0.4389106,19.6928
GALAXY,0.01974121,17.56607
GALAXY,0.1398638,17.38503
GALAXY,0.06122096,15.81468
GALAXY,0.1326776,17.24896
GALAXY,0.1164814,17.07882
QSO,4.108751,
GALAXY,0.06121031,15.81468
GALAXY,0.2025311,17.40195
GALAXY,0.2690447,16.81763
GALAXY,0.1985811,16.80468
GALAXY,0.1133364,17.51937
GALAXY,0.3408707,18.3469
QSO,0.8322486,18.54098
QSO,0.8315826,18.54098
QSO,1.935944,18.38828
GALAXY,0.3699392,
GALAXY,0.115874,16.85301
GALAXY,0.2185629,17.2813
GALAXY,0.05005798,16.99625
GALAXY,0.1118812,17.48148
GALAXY,0.1118096,17.48148
GALAXY,0.1130492,17.45285
QSO,1.937782,18.38828
GALAXY,0.02942915,17.51313
GALAXY,0.1133293,17.51937
GALAXY,0.05007249,16.99625
GALAXY,0.1129936,17.45285
GALAXY,0.1125143,16.49191
GALAXY,0.02940377,17.51313
GALAXY,0.1150963,17.23159
GALAXY,0.1152013,17.23159
GALAXY,0.08660943,17.16339
GALAXY,0.08657334,17.16339
GALAXY,0.1159874,17.57331
GALAXY,0.1337314,17.46083
GALAXY,0.113611,16.24365
GALAXY,0.1136568,16.24365
GALAXY,0.1337496,17.46083
GALAXY,0.1124835,16.49191
GALAXY,0.1329316,17.34996
GALAXY,0.1328381,17.34996
GALAXY,0.3405079,18.3469
GALAXY,0.2185774,17.2813
GALAXY,0.205454,17.51831
GALAXY,0.2054035,17.51831
GALAXY,0.1159737,16.85301
GALAXY,0.1159134,17.57331
GALAXY,0.06671003,16.84423
GALAXY,0.06667425,16.84423
GALAXY,0.129636,17.61317
GALAXY,0.1260017,17.36758
QSO,3.912314,
GALAXY,0.1142919,17.5776
GALAXY,0.3542286,18.31955
GALAXY,0.1150145,17.16022
GALAXY,0.2048014,17.15974
QSO,3.234972,
GALAXY,0.1170131,17.30857
GALAXY,0.2047883,17.15974
GALAXY,0.141579,17.60505
GALAXY,0.205279,17.65527
GALAXY,0.1150669,17.16022
QSO,1.170729,18.56886
GALAXY,0.1967948,16.89481
GALAXY,0.1170985,17.30857
GALAXY,0.1964584,17.42658
GALAXY,0.1296351,17.61317
QSO,1.420455,20.29762
QSO,1.414313,20.29762
GALAXY,0.1153702,17.82302
GALAXY,0.1143082,17.5776
GALAXY,0.1968185,16.89481
GALAXY,0.1963851,17.42658
GALAXY,0.1416057,17.60505
GALAXY,0.2052577,17.65527
GALAXY,0.1260139,17.36758
QSO,1.170343,18.56886
GALAXY,0.3540664,18.31955
GALAXY,0.1153233,17.82302
GALAXY,0.5455599,20.21856
GALAXY,0.1542328,17.47145
GALAXY,0.1542219,17.47145
GALAXY,0.1137864,17.0328
GALAXY,0.2037935,17.78844
GALAXY,0.1045759,16.38462
GALAXY,0.1045974,16.38462
QSO,0.9561046,
GALAXY,0.181227,17.39809
GALAXY,0.1137968,17.0328
GALAXY,0.203686,17.78844
GALAXY,0.1812193,17.39809
GALAXY,0.1260028,17.48163
GALAXY,0.3157295,18.35638
GALAXY,0.1330334,17.45019
GALAXY,0.1330192,17.45019
GALAXY,0.3159113,18.35638
GALAXY,0.07323924,17.49763
GALAXY,0.04001036,16.52405
GALAXY,0.01715009,17.0563
GALAXY,0.5525684,20.21856
QSO,0.6240537,20.10656
QSO,0.6235753,20.10656
GALAXY,0.07316774,17.49763
GALAXY,0.03999865,16.52405
GALAXY,0.1547318,17.43585
GALAXY,0.1547462,17.43585
GALAXY,0.1926112,17.28319
GALAXY,0.192531,17.28319
GALAXY,0.1074563,17.30005
GALAXY,0.1074463,17.30005
GALAXY,0.05022297,17.04012
GALAXY,0.05023367,17.04012
GALAXY,0.07360822,16.73258
GALAXY,0.07359559,16.73258
GALAXY,0.01714242,17.0563
GALAXY,0.1259854,17.48163
GALAXY,0.1967334,17.44628
GALAXY,0.2035327,17.72749
GALAXY,0.2767066,17.65973
GALAXY,0.02912002,15.2755
GALAXY,0.09977006,17.03206
GALAXY,0.09975363,17.03206
GALAXY,0.120277,17.16494
GALAXY,0.3177823,18.85281
GALAXY,0.3179343,18.85281
GALAXY,0.2035284,17.72749
GALAXY,0.1967308,17.44628
GALAXY,0.1052183,
GALAXY,0.1202462,17.16494
GALAXY,0.1190698,16.82002
GALAXY,0.2767652,17.65973
GALAXY,0.02889492,16.9536
GALAXY,0.05012701,16.99875
GALAXY,0.02804074,17.06556
GALAXY,0.02806342,17.06556
GALAXY,0.02835573,17.75537
GALAXY,0.0283281,17.75537
GALAXY,0.3399597,18.72961
GALAXY,0.02889753,16.9536
GALAXY,0.1258533,16.80438
GALAXY,0.1259617,16.80438
GALAXY,0.3421822,19.40575
GALAXY,0.3425662,19.40575
GALAXY,0.02882288,15.79344
GALAXY,0.02865805,15.21273
GALAXY,0.02862673,15.21273
QSO,1.484217,18.39987
GALAXY,0.05011247,16.99875
GALAXY,0.3399821,18.72961
QSO,1.485496,18.39987
GALAXY,0.02880495,15.79344
GALAXY,0.354325,18.55286
GALAXY,0.3540953,18.55286
GALAXY,0.02914852,15.2755
GALAXY,0.1190941,16.82002
GALAXY,0.1760272,17.40014
QSO,6.882307,
GALAXY,0.1886809,17.89677
GALAXY,0.1886411,17.89677
GALAXY,0.1188036,16.45366
GALAXY,0.1761072,17.40014
QSO,1.649128,18.74613
GALAXY,0.06637974,17.09208
GALAXY,0.06639617,17.09208
QSO,1.649347,18.74613
QSO,5.871723,
GALAXY,0.2409157,20.03714
GALAXY,0.02929192,15.63704
GALAXY,0.1053538,17.11522
GALAXY,0.1053206,17.11522
QSO,1.847546,19.96694
GALAXY,0.2408977,20.03714
GALAXY,0.543557,20.00467
GALAXY,0.2240591,17.47782
GALAXY,0.02928168,15.63704
QSO,1.847986,19.96694
GALAXY,0.1187947,16.45366
GALAXY,0.0747661,16.82035
GALAXY,0.07473728,16.82035
GALAXY,0.02917035,15.15003
GALAXY,0.02917559,15.15003
GALAXY,0.2241647,17.47782
QSO,0.1758962,17.27318
QSO,0.1758087,17.27318
GALAXY,0.1764774,17.48
GALAXY,0.1331101,17.06995
GALAXY,0.1331618,17.06995
QSO,4.057659,19.97212
QSO,4.057715,19.97212
GALAXY,0.2194349,17.54309
GALAXY,0.2195821,17.54309
GALAXY,0.1764874,17.48
GALAXY,0.09880048,17.2607
GALAXY,0.07547219,17.44215
GALAXY,0.1761639,17.68432
GALAXY,0.1760988,17.68432
GALAXY,0.09884845,17.2607
GALAXY,0.1328844,17.30673
GALAXY,0.1327978,17.30673
GALAXY,0.1187028,18.24312
QSO,1.722135,19.89962
GALAXY,0.2598096,17.75802
GALAXY,0.06600741,16.3253
GALAXY,0.2604593,17.38782
GALAXY,0.2603938,17.38782
GALAXY,0.1910598,17.57081
GALAXY,0.1910775,17.57081
GALAXY,0.01953897,16.39277
GALAXY,0.1329228,16.92541
GALAXY,0.06602352,16.3253
GALAXY,0.01954467,16.39277
GALAXY,0.1329059,16.92541
GALAXY,0.00773314,
GALAXY,0.07541446,17.44215
GALAXY,0.1186992,18.24312
QSO,1.715277,19.89962
QSO,1.041844,19.22711
QSO,1.040943,19.22711
GALAXY,0.2598255,17.75802
QSO,1.019606,18.48199
GALAXY,0.07292673,16.22663
GALAXY,0.07294308,16.22663
QSO,2.131185,19.50857
QSO,2.130244,19.50857
GALAXY,0.128319,17.18154
GALAXY,0.1049899,17.29189
GALAXY,0.1045642,17.48389
GALAXY,0.132682,17.5127
GALAXY,0.1326735,17.5127
GALAXY,0.1325486,17.32804
GALAXY,0.1325363,17.32804
QSO,1.01943,18.48199
GALAXY,0.3880998,18.79249
GALAXY,0.3869398,19.38415
GALAXY,0.003660041,
GALAXY,0.003631095,
QSO,1.060817,
GALAXY,0.1284196,17.18154
QSO,1.551911,18.65472
GALAXY,0.3881651,18.79249
QSO,3.429448,17.9742
QSO,3.429735,17.9742
GALAXY,0.1045345,17.48389
GALAXY,0.104958,17.29189
GALAXY,0.07272497,17.43044
GALAXY,0.07274529,17.43044
GALAXY,0.3864504,19.38415
QSO,1.551509,18.65472
GALAXY,0.4095801,18.80584
GALAXY,0.1056802,17.33419
GALAXY,0.3474957,18.17441
GALAXY,0.1058184,18.5106
QSO,3.767128,
GALAXY,0.07223918,16.87165
GALAXY,0.1058328,18.5106
GALAXY,0.06624306,17.50993
GALAXY,0.3457415,18.78798
GALAXY,0.4097568,18.80584
GALAXY,0.2091726,17.85279
GALAXY,0.3476172,18.17441
GALAXY,0.105693,17.33419
GALAXY,0.345707,18.78798
GALAXY,0.06632815,17.50993
GALAXY,0.1184487,16.7117
GALAXY,0.1252555,17.68802
GALAXY,0.07228231,16.87165
GALAXY,0.5777923,19.98763
QSO,1.043144,18.90194
QSO,1.044308,18.90194
GALAXY,0.5778556,19.98763
GALAXY,0.1184284,16.7117
GALAXY,0.8231978,20.82453
GALAXY,0.08008599,17.49103
GALAXY,0.12516,17.68802
GALAXY,0.2091337,17.85279
GALAXY,0.2607174,17.68467
GALAXY,0.2606446,17.68467
GALAXY,0.003805195,
GALAXY,0.08008181,17.49103
GALAXY,0.823346,20.82453
GALAXY,0.1334362,15.78537
GALAXY,0.09943651,17.3163
GALAXY,0.09984621,17.63652
GALAXY,0.6145301,
GALAXY,0.1479571,17.30248
GALAXY,0.14802,17.30248
GALAXY,0.1110777,17.05313
GALAXY,0.3121311,18.10318
GALAXY,0.1110304,17.05313
GALAXY,0.1007209,17.11672
GALAXY,0.1005495,17.11672
GALAXY,0.3545252,18.03593
GALAXY,0.3543842,18.03593
GALAXY,0.1334131,15.78537
GALAXY,0.3122057,18.10318
GALAXY,0.09998997,15.6717
GALAXY,0.09940063,17.3163
QSO,1.455348,18.89139
QSO,1.456601,18.89139
GALAXY,0.09762871,17.37162
GALAXY,0.1000194,15.6717
GALAXY,0.1337567,18.49225
GALAXY,0.09995797,17.63652
GALAXY,0.09762309,17.37162
QSO,1.204455,
GALAXY,0.1336225,16.62511
GALAXY,0.1071092,16.95399
GALAXY,0.1068861,16.95399
GALAXY,0.0973516,17.21524
GALAXY,0.09733626,17.21524
GALAXY,0.1337873,18.49225
GALAXY,0.1336139,16.62511
GALAXY,0.2075614,17.37039
GALAXY,0.2075439,17.37039
GALAXY,0.1063219,16.35441
GALAXY,0.09355579,16.9185
GALAXY,0.09354182,16.9185
GALAXY,0.10635,16.35441
QSO,1.951639,20.2193
GALAXY,0.07559523,16.23913
GALAXY,0.09718339,15.97676
GALAXY,0.09719408,15.97676
GALAXY,0.1189859,17.65735
QSO,0.7756207,
GALAXY,0.3414983,18.65654
GALAXY,0.3414928,18.65654
GALAXY,0.003161116,16.13659
GALAXY,0.003148311,16.13659
GALAXY,0.125327,17.09976
GALAXY,0.1252968,17.09976
GALAXY,0.09808942,16.25403
QSO,0.8026862,17.30974
QSO,0.8027629,17.30974
GALAXY,0.09805218,16.25403
GALAXY,0.07562228,16.23913
QSO,1.951364,20.2193
GALAXY,0.1059405,17.01604
GALAXY,0.1188891,17.65735
GALAXY,0.1059014,17.01604
QSO,2.025522,20.20874
QSO,1.113718,
GALAXY,0.1001613,16.89424
GALAXY,0.09743451,17.53839
GALAXY,0.3120546,18.04474
GALAXY,0.07698466,16.40869
GALAXY,0.3537783,18.9446
GALAXY,0.3853323,18.85167
GALAXY,0.1062322,16.93054
GALAXY,0.3534404,18.9446
GALAXY,0.1339549,17.48405
QSO,2.029687,20.20874
GALAXY,0.1050842,17.354
GALAXY,0.09737531,17.53839
GALAXY,0.09998453,16.89424
GALAXY,0.1062343,17.49352
GALAXY,0.1337994,17.48405
GALAXY,0.07701337,16.40869
GALAXY,0.1051132,17.354
GALAXY,0.3853681,18.85167
GALAXY,0.3119336,18.04474
GALAXY,0.09467757,16.25731
GALAXY,0.1062711,17.49352
GALAXY,0.1061465,16.93054
GALAXY,0.09477045,16.25731
GALAXY,0.09553946,16.67831
GALAXY,0.09537298,16.67831
QSO,0.8757677,18.26949
GALAXY,0.1071593,17.28049
GALAXY,0.09905743,17.35864
GALAXY,0.1068911,16.7584
GALAXY,0.1071651,17.28049
GALAXY,0.1061496,16.57309
GALAXY,0.1066372,17.24934
GALAXY,0.02687238,16.19257
QSO,1.194046,19.27675
GALAXY,0.1071257,17.58063
GALAXY,0.01966744,16.14292
GALAXY,0.02680699,16.19257
GALAXY,0.1065581,17.24934
QSO,2.234256,
GALAXY,0.1060801,16.57309
QSO,0.8752884,18.26949
GALAXY,0.04210712,16.12795
GALAXY,0.04211302,16.12795
GALAXY,0.0990128,17.35864
GALAXY,0.07390756,17.47964
GALAXY,0.1176923,17.46982
GALAXY,0.1178898,17.46982
GALAXY,0.1181091,17.4824
GALAXY,0.107227,17.58063
GALAXY,0.1067753,17.02176
GALAXY,0.1068697,16.7584
GALAXY,0.07382881,17.47964
QSO,1.766353,18.60099
QSO,1.765363,18.60099
GALAXY,0.1159109,17.09822
QSO,1.706908,19.27675
GALAXY,0.1182646,17.4824
GALAXY,0.01963082,16.14292
GALAXY,0.1069246,17.02176
GALAXY,0.1159922,17.09822
GALAXY,0,18.67786
GALAXY,0.1136166,16.51354
GALAXY,0.7484565,
GALAXY,0,16.35716
GALAXY,0.07778706,17.68464
GALAXY,0.1136184,16.51354
GALAXY,0,16.63437
GALAXY,0.08032217,17.69519
GALAXY,0.1383593,17.28097
QSO,5.462739,16.14687
GALAXY,0.1580291,17.41826
GALAXY,0.1579915,17.41826
QSO,1.941584,18.78915
GALAXY,0.1166788,16.05633
GALAXY,0.1815873,17.47109
GALAXY,0.405734,18.76276
GALAXY,0.1384174,17.28097
GALAXY,0.1189994,16.14687
GALAXY,0.154327,17.72689
GALAXY,0.04771844,16.35716
GALAXY,0.1579654,17.41826
GALAXY,0.08036621,17.69519
GALAXY,0.09429357,17.20832
QSO,1.254725,18.5248
GALAXY,0.1178128,17.3957
GALAXY,0.1816578,17.47109
GALAXY,0.04770822,16.35716
QSO,1.942895,18.78915
GALAXY,0.1135846,16.51354
GALAXY,0.9070077,
GALAXY,0.1543169,17.72689
GALAXY,0.1165992,16.05633
GALAXY,0.1816158,17.47109
QSO,1.254644,18.5248
GALAXY,0.09423155,17.20832
QSO,1.254027,18.5248
GALAXY,0.117742,17.3957
GALAXY,0.07775629,17.68464
GALAXY,0.07777718,17.68464
GALAXY,0.1170488,16.82383
GALAXY,0.1166504,16.05633
GALAXY,0.1384338,17.28097
GALAXY,0.1543205,17.72689
GALAXY,0.09428338,17.20832
GALAXY,0.1178073,17.3957
QSO,1.942381,18.78915
GALAXY,0.1196769,16.63437
GALAXY,0.08037378,17.69519
GALAXY,0.1197045,16.63437
GALAXY,0.1170872,16.82383
GALAXY,0.1201517,16.72239
GALAXY,0.1200095,16.72239
GALAXY,0.1201347,16.72239
GALAXY,0.1171099,16.82383
GALAXY,0.1190051,16.14687
GALAXY,0.04727161,15.63505
GALAXY,0.04718536,15.63505
QSO,0.7414267,19.91616
GALAXY,0.1534316,17.41681
QSO,1.396299,18.24854
GALAXY,0.04746333,16.05282
GALAXY,0.08285353,16.67741
GALAXY,0.4308068,19.80141
QSO,0.7410452,19.91616
GALAXY,0.3185315,
GALAXY,0.1534065,17.41681
QSO,0.7408656,19.91616
GALAXY,0.08288146,16.67741
QSO,1.396907,18.24854
GALAXY,0.1533998,17.41681
GALAXY,0.07904787,17.17201
QSO,1.396335,18.24854
GALAXY,0.4310735,19.80141
GALAXY,0.04739361,16.05282
GALAXY,0.1606259,17.73946
GALAXY,0.08264639,16.97341
GALAXY,0.04731216,16.86438
GALAXY,0.4306352,19.80141
GALAXY,0.07906944,17.17649
GALAXY,0.04779519,15.30983
GALAXY,0.07885782,17.17649
GALAXY,0.07896471,17.17201
GALAXY,0.08499987,15.96946
GALAXY,0.08505105,15.96946
GALAXY,0.1604108,17.42734
GALAXY,0.04717818,15.63505
QSO,6.968068,
GALAXY,0.04774955,15.30983
GALAXY,0.08277926,16.97341
GALAXY,0.04778102,15.30983
GALAXY,0.04738936,16.05282
GALAXY,0.07908998,17.17649
GALAXY,0.07893384,17.17201
GALAXY,0.0849632,15.96946
GALAXY,0.1606742,17.73946
GALAXY,0.04727801,16.86438
GALAXY,0.3185798,
GALAXY,0.3186527,
GALAXY,0.1603659,17.42734
GALAXY,0.04729134,16.86438
GALAXY,0.08292948,16.67741
GALAXY,0.08272455,16.97341
GALAXY,0.1607118,17.73946
GALAXY,0.1604177,17.42734
GALAXY,0.155539,17.10026
GALAXY,0.1391043,17.50985
GALAXY,0.07895771,16.02947
GALAXY,0.1570735,17.42208
GALAXY,0.07967091,17.75565
GALAXY,0.1188588,16.73353
GALAXY,0.07966746,17.75565
GALAXY,0.1567949,17.48585
GALAXY,0.156716,17.48585
GALAXY,0.07895843,16.02947
GALAXY,0.07970219,17.47169
GALAXY,0.07810718,16.38707
GALAXY,0.07969226,17.47169
GALAXY,0.1187872,16.73353
GALAXY,0.1390834,17.50985
GALAXY,0.1188568,16.73353
GALAXY,0.1552759,17.10026
GALAXY,0.07970751,17.75565
QSO,2.114469,19.1107
GALAXY,0.1201712,17.72771
GALAXY,0.1185503,16.74531
GALAXY,0.1568223,17.48585
GALAXY,0.1172061,17.623
GALAXY,0.07972795,17.47169
GALAXY,0.1390397,17.50985
GALAXY,0.1571109,17.42208
QSO,2.114933,19.1107
GALAXY,0.118546,16.74531
GALAXY,0.1184857,16.74531
GALAXY,0.1556157,17.10026
GALAXY,0.1015425,17.15992
GALAXY,0.7011786,
GALAXY,0.1654803,
GALAXY,0.1202065,17.72771
GALAXY,0.1186505,17.13832
GALAXY,0.1184545,15.80582
GALAXY,0.1171158,17.623
GALAXY,0.07816868,16.38707
GALAXY,0.1129291,17.46627
GALAXY,0.07994612,17.52283
GALAXY,0.1190075,17.79194
GALAXY,0.07994995,17.52283
GALAXY,0.1186876,17.13832
GALAXY,0.1013645,17.15992
GALAXY,0.1570885,17.42208
GALAXY,0.0781019,16.38707
GALAXY,0.07893401,16.02947
GALAXY,0.1186356,17.13832
GALAXY,0.1184027,15.80582
GALAXY,0.1015412,17.15992
GALAXY,0.1190042,17.79194
QSO,2.114081,19.1107
GALAXY,0.1201592,17.72771
GALAXY,0.1129424,17.46627
GALAXY,0.07983254,17.52283
GALAXY,0.1170916,17.623
GALAXY,0.1185227,15.80582
GALAXY,0.1129935,17.46627
GALAXY,0.1190569,17.79194
GALAXY,0.1168384,17.55383
GALAXY,0.1154016,16.41866
GALAXY,0.07975113,16.77438
GALAXY,0.4170888,19.24845
GALAXY,0.07813433,16.54849
GALAXY,0.1211516,17.24385
GALAXY,0.1210643,17.24385
GALAXY,0.1176634,17.05943
GALAXY,0.1720397,17.03214
GALAXY,0.1706173,17.15088
GALAXY,0.322714,18.36686
GALAXY,0.1706631,17.15088
QSO,0.7182274,19.11083
GALAXY,0.1705788,17.15088
GALAXY,0.4446104,18.98269
GALAXY,0.1771859,16.87313
GALAXY,0.4445674,18.98269
GALAXY,0.1176734,17.05943
GALAXY,0.09687386,17.18228
GALAXY,0.1169006,17.55383
GALAXY,0.09695385,17.18228
GALAXY,0.1153935,16.41866
GALAXY,0.07896791,17.44793
GALAXY,0.1167074,17.55383
GALAXY,0.07810037,16.54849
GALAXY,0.1211461,17.24385
GALAXY,0.4172103,19.24845
GALAXY,0.117606,17.05943
GALAXY,0.1260866,17.52674
GALAXY,0.403943,
GALAXY,0.07971791,16.77438
GALAXY,0.09495014,16.18487
GALAXY,0.1372817,17.2482
GALAXY,0.4445738,18.98269
GALAXY,0.1374264,17.2482
QSO,0.7179607,19.11083
QSO,0.7178941,19.11083
GALAXY,0.1153949,16.41866
GALAXY,0.3229919,18.36686
GALAXY,0.1772646,16.87313
GALAXY,0.0781299,16.54849
GALAXY,0.1719719,17.03214
GALAXY,0.09688193,17.18228
GALAXY,0.322816,18.36686
GALAXY,0.1262218,17.52674
GALAXY,0.1721266,17.03214
GALAXY,0.07901449,17.44793
GALAXY,0.09495804,16.18487
GALAXY,0.07960625,16.77438
GALAXY,0.09495579,16.18487
GALAXY,0.1374082,17.2482
GALAXY,0.1124231,17.39181
GALAXY,0.1262833,17.52674
GALAXY,0.1125032,17.39181
GALAXY,0.4169534,19.24845
GALAXY,0.1124035,17.39181
GALAXY,0.07892409,17.44793
QSO,2.808921,
GALAXY,0.1772178,16.87313
GALAXY,0.06947622,16.24728
GALAXY,0.1182251,17.61949
GALAXY,0.09645492,17.27477
GALAXY,0.3754925,19.41492
GALAXY,0.07901452,17.6582
GALAXY,0.1248882,17.62839
GALAXY,0.1160138,17.00596
QSO,0.8799632,19.15894
GALAXY,0.1706591,17.17368
GALAXY,0.1182207,17.49274
GALAXY,0.1161048,17.00596
GALAXY,0.2523334,17.36503
GALAXY,0.09653091,17.27477
GALAXY,0.09751466,16.3924
GALAXY,0.1251021,17.49832
GALAXY,0.1180828,17.49274
GALAXY,0.1160508,17.00596
GALAXY,0.07908371,17.6582
GALAXY,0.1249127,17.62839
QSO,0.8793432,19.15894
GALAXY,0.1119483,17.59941
GALAXY,0.09760621,16.3924
GALAXY,0.06949741,16.24728
GALAXY,0.2524783,17.36503
GALAXY,0.1118563,17.59941
GALAXY,0.1182673,17.49274
QSO,0.879995,19.15894
GALAXY,0.1163227,17.33865
GALAXY,0.1183122,17.61949
GALAXY,0.171127,17.53758
GALAXY,0.2525332,17.36503
QSO,4.376684,17.53758
GALAXY,0.11634,17.33865
GALAXY,0.4418255,18.46178
QSO,1.336391,
GALAXY,0.3136159,18.25292
GALAXY,0.1719754,16.96663
GALAXY,0.1701974,17.27007
GALAXY,0.1701396,17.27007
QSO,2.685274,
GALAXY,0.1120646,17.59941
QSO,0.7136065,18.97256
GALAXY,0.17024,17.27007
GALAXY,0.1163271,17.33865
GALAXY,0.4416355,18.46178
GALAXY,0.1712379,17.53758
GALAXY,0.1250602,17.49832
GALAXY,0.1707066,17.17368
GALAXY,0.1247861,17.49832
GALAXY,0.07908875,17.6582
GALAXY,0.1182695,17.61949
GALAXY,0.3751923,19.41492
GALAXY,0.4416836,18.46178
GALAXY,0.0502377,16.87057
GALAXY,0.170584,17.17368
GALAXY,0.1719448,16.96663
GALAXY,0.1719489,16.96663
GALAXY,0.06952029,16.24728
GALAXY,0.375403,19.41492
GALAXY,0.1213115,15.8778
GALAXY,0.2254608,17.63863
GALAXY,0.3718458,18.55056
GALAXY,0.116994,16.93962
GALAXY,0.1212998,15.8778
GALAXY,0.07818178,17.73955
GALAXY,0.4444032,19.1993
GALAXY,0.09692485,17.65787
GALAXY,0.09684086,17.65787
GALAXY,0.3716844,18.55056
GALAXY,0.1152562,17.47909
GALAXY,0.1153345,17.47909
GALAXY,0.1176896,17.25728
GALAXY,0.4442877,19.1993
GALAXY,0.1111611,
GALAXY,0.1217124,16.6441
GALAXY,0.8061447,
GALAXY,0.1203511,17.67408
GALAXY,0.07881113,17.35092
GALAXY,0.1178407,17.30752
GALAXY,0.1178655,17.30752
GALAXY,0.07820214,17.73955
GALAXY,0.120369,17.67408
GALAXY,0.07818776,17.73955
GALAXY,0.1178912,17.30752
GALAXY,0.1176966,17.25728
GALAXY,0.1791144,17.32913
GALAXY,0.117741,17.25728
GALAXY,0.2255418,17.63863
GALAXY,0.2255398,17.63863
GALAXY,0.1171357,16.93962
GALAXY,0.17917,17.32913
GALAXY,0.1213101,17.01438
GALAXY,0.179141,17.32913
GALAXY,0.2576033,17.81305
GALAXY,0.2577515,17.81305
GALAXY,0.3717675,18.55056
GALAXY,0.004907412,14.26455
GALAXY,0.09688231,17.65787
GALAXY,0.1204546,17.67408
GALAXY,0.07882217,17.35092
GALAXY,0.1152828,17.47909
GALAXY,0.6045376,
GALAXY,0.1169652,16.93962
GALAXY,0.4442838,19.1993
GALAXY,0.07874686,17.35092
GALAXY,0.2574615,17.81305
GALAXY,0.004899465,14.26455
GALAXY,0.121346,17.01438
GALAXY,0.1213111,15.8778
GALAXY,0.1217534,16.6441
GALAXY,0.121701,16.6441
GALAXY,0.004868409,14.26455
GALAXY,0.1213403,17.01438
GALAXY,0.07822873,16.67781
GALAXY,0.07819268,16.67781
GALAXY,0.07880761,17.33142
GALAXY,0.07899129,17.02846
GALAXY,0.07743552,17.51334
GALAXY,0.07908807,17.02846
GALAXY,0.1364042,17.6242
GALAXY,0.07873528,15.54756
GALAXY,0.07828476,16.2571
GALAXY,0.440775,19.3318
GALAXY,0.1365267,17.6242
GALAXY,0.1363564,17.6242
GALAXY,0.4413734,19.37461
GALAXY,0.1249442,17.62839
GALAXY,0.07779008,16.19094
GALAXY,0.07864472,15.54756
GALAXY,0.06886408,17.39582
GALAXY,0.09648326,17.27477
GALAXY,0.07731549,17.51334
GALAXY,0.07778755,16.19094
GALAXY,0.07773393,16.19094
GALAXY,0.07821778,16.2571
GALAXY,0.4411019,19.3318
GALAXY,0.1560349,17.42335
GALAXY,0.07980784,15.66432
GALAXY,0.1057621,17.07652
GALAXY,0.07938439,17.67624
GALAXY,0.07935794,17.67624
GALAXY,0.09747832,16.3924
GALAXY,0.06881641,17.39582
GALAXY,0.1058221,17.07652
GALAXY,0.1058328,17.07652
GALAXY,0.07928922,17.67624
GALAXY,0.4413382,19.37461
GALAXY,0.06886413,17.39582
GALAXY,0.4410371,19.3318
GALAXY,0.07875134,17.33142
GALAXY,0.0788449,17.33142
