#Table1
class,z,dered_r
GALAXY,0.02598264,17.4483
GALAXY,0.1512106,16.36729
GALAXY,0.1049865,17.64117
GALAXY,0.1043242,16.42197
GALAXY,0.02630446,15.76266
GALAXY,0.1005748,17.81277
GALAXY,0.04103979,15.95126
GALAXY,0.04021196,17.19802
GALAXY,0.07417145,17.57229
GALAXY,0.1750955,16.54828
GALAXY,0.1454927,17.36162
QSO,1.978816,18.76686
GALAXY,0.0241823,17.10507
GALAXY,0.1317337,17.52406
GALAXY,0.4563873,19.38988
GALAXY,0.1005673,16.94179
QSO,0.7802871,19.92532
GALAXY,0.07062745,18.12223
GALAXY,0.06794276,17.06748
GALAXY,0.2272197,17.26962
GALAXY,0.0702021,15.29803
QSO,1.066807,
GALAXY,0.09513789,17.14049
GALAXY,0.1585774,17.76733
GALAXY,0.04017433,16.17824
GALAXY,0.0948697,15.73944
GALAXY,0.04137179,16.97136
GALAXY,0.1130078,17.59296
GALAXY,0.1044905,18.51372
GALAXY,0.07430364,17.58523
GALAXY,0.358465,19.15302
GALAXY,0.1104463,17.59739
GALAXY,0.008728048,13.83196
GALAXY,0.227037,17.55221
GALAXY,0.04018398,16.01152
GALAXY,0.0188818,17.26481
GALAXY,0.06338356,15.68708
GALAXY,0.08981428,15.82516
QSO,2.095613,18.74334
GALAXY,0.1938297,17.08982
GALAXY,0.06885284,16.11792
GALAXY,0.1127377,17.62659
GALAXY,0.1450279,17.30191
GALAXY,0.1320293,16.92779
GALAXY,0.06371803,16.38815
GALAXY,0.09869838,16.2752
GALAXY,0.06804425,17.00784
GALAXY,0.02377577,17.27164
GALAXY,0.06859364,14.73047
QSO,0.8922874,17.98499
GALAXY,0.06839379,16.29536
GALAXY,0.09736574,17.45281
GALAXY,0.1062215,16.62438
GALAXY,0.1521689,17.7137
GALAXY,0.02358071,18.45547
GALAXY,0.4482832,19.15833
QSO,4.594573,20.15402
GALAXY,0.653869,
GALAXY,0.1540478,17.30878
GALAXY,0.07439698,15.77237
GALAXY,0.073042,17.11702
GALAXY,0.07142497,17.25316
GALAXY,0.0724737,16.68959
GALAXY,0.07005271,17.11674
GALAXY,0.1425729,17.39332
GALAXY,0.1001074,16.74189
GALAXY,0.09823182,18.41348
GALAXY,0.07149643,16.35551
GALAXY,0.07328179,17.59628
GALAXY,0.09914561,17.39954
GALAXY,0.07214941,17.48832
GALAXY,0.1023019,16.51109
GALAXY,0.1460805,16.3725
GALAXY,0.1017812,17.15782
GALAXY,0.1036095,17.17138
GALAXY,0.07282509,15.59788
GALAXY,0.1030856,16.58811
QSO,0.206493,17.62385
GALAXY,0.02337928,16.42361
GALAXY,0.1046954,17.58203
GALAXY,0.1003787,16.87975
GALAXY,0.100295,17.4327
GALAXY,0.1007267,17.38046
GALAXY,0.07148817,16.09009
GALAXY,0.1039578,17.2317
GALAXY,0.07233405,16.27459
GALAXY,0.1497561,17.36546
GALAXY,0.1019281,16.63703
QSO,1.363995,18.86265
GALAXY,0.1005316,15.83542
GALAXY,0.2056154,17.21447
GALAXY,0.3031053,18.0751
GALAXY,0.07360979,16.70652
GALAXY,0.07177915,17.26748
GALAXY,0.100177,17.21034
GALAXY,0.1542821,16.32367
GALAXY,0.5349374,
GALAXY,0.02944729,17.10832
GALAXY,0.3346986,17.95385
GALAXY,0.09975621,16.61242
GALAXY,0.1552314,17.61784
GALAXY,0.1005193,16.39097
GALAXY,0.07374299,17.10704
GALAXY,0.07286522,17.37945
GALAXY,0.03002139,16.63805
GALAXY,0.05918246,17.61396
QSO,2.208552,19.7301
GALAXY,0.06763317,16.29889
GALAXY,0.7661923,
GALAXY,0.02600551,14.59417
QSO,1.171927,18.85216
GALAXY,0.1040966,16.51257
GALAXY,0.3571139,18.30853
GALAXY,0.1460233,16.45746
QSO,0.7864704,18.42837
GALAXY,0.09840453,17.16062
GALAXY,0.100128,16.81982
QSO,0.7867203,18.21557
GALAXY,0.1450943,16.97201
GALAXY,0.06652709,17.73906
GALAXY,0.06636747,15.20766
GALAXY,0.09975616,17.08622
GALAXY,0.1274195,17.07921
GALAXY,0.1691881,17.42769
GALAXY,0.03966612,16.00198
GALAXY,0.9193413,
GALAXY,0.1163828,17.76559
GALAXY,0.01977853,16.52909
GALAXY,0.3283218,21.31848
GALAXY,0.1553541,16.95215
GALAXY,0.2607593,17.66
GALAXY,0.04921554,14.82883
GALAXY,0.169326,17.51027
GALAXY,0.1292368,17.26591
GALAXY,0.04960647,17.31882
GALAXY,0.1283218,17.68549
GALAXY,0.1818645,17.44452
GALAXY,0.1379391,16.90133
QSO,0.615688,18.10287
GALAXY,0.09666809,16.60809
GALAXY,0.2124586,17.13331
GALAXY,0.4582111,19.36152
GALAXY,0.2866381,17.41648
QSO,1.016023,18.02766
GALAXY,0.09742462,15.24241
QSO,1.800321,18.31915
GALAXY,0.3135473,17.66975
GALAXY,0.09971716,16.37882
GALAXY,0.130834,17.14106
GALAXY,0.02592862,15.92935
GALAXY,0.1814319,17.15232
GALAXY,0.06902143,17.29215
QSO,0.1696646,17.65689
GALAXY,0.1283296,17.05732
GALAXY,0.03989454,14.16564
GALAXY,0.1002193,16.57912
GALAXY,0.294737,18.61345
GALAXY,0.09997381,16.69188
GALAXY,0.1153812,16.95668
GALAXY,0.01992587,17.17155
GALAXY,0.1012395,16.91594
GALAXY,0.3524946,18.72512
GALAXY,0.102824,17.48602
GALAXY,0.3336391,18.93687
GALAXY,0.09887172,16.44459
GALAXY,0.09946631,17.57713
GALAXY,0.3498434,20.43658
GALAXY,0.129817,16.97818
GALAXY,0.140175,17.56236
GALAXY,0.09936982,15.62838
GALAXY,0.08660586,16.62415
GALAXY,0.0291669,15.64024
GALAXY,0.1769958,18.18264
GALAXY,0.3490953,18.48135
GALAXY,0.124001,16.79777
GALAXY,0.1311766,16.22396
GALAXY,0.1245981,17.60349
GALAXY,0.1262496,16.97095
GALAXY,0.05913248,16.83474
GALAXY,0.08720506,16.84343
GALAXY,0.1835579,17.69971
GALAXY,0.1309277,16.81934
GALAXY,0.1265,17.2375
GALAXY,0.1987811,17.62463
GALAXY,0.125363,17.48306
GALAXY,0.1225966,17.14675
GALAXY,0.1249396,17.12802
GALAXY,0.1257259,17.7196
GALAXY,0.1560636,17.32385
QSO,6.898385,
GALAXY,0.1560068,17.03851
GALAXY,0.1266894,16.67747
GALAXY,0.1400673,16.97978
GALAXY,0.1320973,16.36812
GALAXY,0.1272785,17.27142
GALAXY,0.02997898,17.45516
GALAXY,0.1327881,16.94746
GALAXY,0.126943,17.63434
GALAXY,0.1975535,17.22577
GALAXY,0.2031239,17.44642
GALAXY,0.1263006,16.56049
QSO,0.1980775,17.26862
GALAXY,0.06174963,17.89252
GALAXY,0.1258474,17.45487
GALAXY,0.1287701,17.60023
GALAXY,0.1346519,17.074
GALAXY,0.1314722,16.74146
GALAXY,0.1264002,16.63376
GALAXY,0.1040389,17.038
GALAXY,0.06478622,15.909
GALAXY,0.104035,17.08635
GALAXY,0.06139338,15.75006
GALAXY,0.1252221,17.55801
GALAXY,0.1882437,17.37097
GALAXY,0.3494766,17.89607
QSO,0.860902,18.52645
GALAXY,0.01977613,
GALAXY,0.01665464,16.30347
GALAXY,0.01992499,17.57361
GALAXY,0.1352108,16.69713
GALAXY,0.3503243,18.93579
GALAXY,0.1002293,17.10641
GALAXY,0.2370575,17.29131
GALAXY,0.1134159,18.57771
GALAXY,0.08207645,17.46398
GALAXY,0.06142393,16.56656
GALAXY,0.06153576,16.18545
GALAXY,0.3505439,18.59722
GALAXY,0.07298944,17.48403
GALAXY,0.3450179,18.63837
GALAXY,0.134257,16.965
GALAXY,0.3435958,18.14024
GALAXY,0.1181113,17.45011
GALAXY,0.07232104,17.62201
GALAXY,0.02898348,14.59538
QSO,6.8468,
GALAXY,0.07401329,17.27651
QSO,1.046337,18.88073
GALAXY,0.1316369,17.50858
QSO,0.9690154,17.76015
GALAXY,0.1277012,17.13729
GALAXY,0.130971,17.49121
GALAXY,0.2013601,17.29224
GALAXY,0.2031224,17.94155
GALAXY,0.3112466,17.88488
GALAXY,0.1044395,17.58743
GALAXY,0.1928969,17.46373
GALAXY,0.06438477,16.77796
GALAXY,0.07568309,16.91864
QSO,0.1325774,16.15855
QSO,0.2285544,22.37839
GALAXY,0.07320953,17.29112
GALAXY,0.1352412,16.87367
GALAXY,0.3482977,18.32385
GALAXY,0.05845807,17.60226
GALAXY,0.195696,17.56379
GALAXY,0.1945445,17.47557
GALAXY,0.1316037,17.68963
GALAXY,0.04005589,16.44819
GALAXY,0.1253397,17.47431
GALAXY,0.1265015,17.50188
GALAXY,0.1349598,17.29848
GALAXY,0.1320823,17.12526
GALAXY,0.09027009,17.45594
GALAXY,0.1243669,16.96467
GALAXY,0.07326384,17.37669
GALAXY,0.06796322,15.83968
GALAXY,0.3099823,18.1566
QSO,1.985693,
GALAXY,0.134647,16.59666
GALAXY,0.1045348,17.74242
GALAXY,0.1307817,17.4844
GALAXY,0.1182473,16.98735
GALAXY,0.178189,17.04094
GALAXY,0.06733652,17.31387
GALAXY,0.2029772,17.72026
GALAXY,0.1288995,17.27858
GALAXY,0.3511315,18.76168
GALAXY,0.07484668,16.71764
GALAXY,0.132356,17.00065
GALAXY,0.1292022,16.87695
GALAXY,0.4380213,18.88764
GALAXY,0.02967208,15.50106
GALAXY,0.1302192,17.60283
GALAXY,0.1319499,17.57611
GALAXY,0.3528261,18.22827
GALAXY,0.06801787,15.37376
GALAXY,0.3450462,18.92977
GALAXY,0.1258304,17.46972
GALAXY,0.3092817,18.36173
GALAXY,0.01953857,12.84769
GALAXY,0.0253628,16.11665
GALAXY,0.1957816,17.19735
GALAXY,0.5444124,21.61687
GALAXY,0.01975683,
GALAXY,0.1357443,17.40432
GALAXY,0.07563497,17.62463
GALAXY,0.5368703,
GALAXY,0.1329015,17.29763
GALAXY,0.1039839,16.48969
GALAXY,0.1041601,16.99614
GALAXY,0.4847349,19.0406
GALAXY,0.1236827,17.68495
GALAXY,0.125938,17.25707
GALAXY,0.1974658,17.53691
GALAXY,0.1042405,17.36851
GALAXY,0.1230781,17.23737
GALAXY,0.1987834,16.7415
GALAXY,0.7548829,
GALAXY,0.06685431,17.7079
QSO,0.4839594,19.20125
GALAXY,0.01951134,16.42375
QSO,1.070076,18.80523
GALAXY,0.1180312,18.36043
GALAXY,0.1832565,17.47144
GALAXY,0.2708658,18.1861
GALAXY,0.07584246,16.55671
GALAXY,0.07580139,16.80152
GALAXY,0.1338793,17.28076
GALAXY,0.125516,17.61726
QSO,1.138947,18.04264
GALAXY,0.1417668,17.53451
GALAXY,0.3413989,17.96346
GALAXY,0.3413895,17.96346
GALAXY,0.3549842,18.42607
GALAXY,0.3546678,18.42607
GALAXY,0.04631858,16.26198
GALAXY,0.07716072,16.62846
GALAXY,0.07702852,17.54316
GALAXY,0.07938118,17.25669
GALAXY,0.04628657,16.26198
GALAXY,0.07925362,17.38113
GALAXY,0.02871908,14.42109
GALAXY,0.02868519,14.42109
GALAXY,0.07923988,15.83464
GALAXY,0.07924903,15.83464
GALAXY,0.1428571,17.35736
GALAXY,0.1427749,17.35736
GALAXY,0.07934333,17.38113
GALAXY,0.2964136,18.06983
GALAXY,0.01959906,14.05784
GALAXY,0.01961878,14.05784
GALAXY,0.2967348,18.06983
GALAXY,0.07606287,16.9777
GALAXY,0.07604302,16.9777
GALAXY,0.07951242,17.25669
GALAXY,0.1300687,17.18096
GALAXY,0.05253265,15.51208
GALAXY,0.07700519,17.54316
GALAXY,0.07715064,16.62846
GALAXY,0.05253085,15.51208
QSO,5.357229,
GALAXY,0.02828994,17.31741
GALAXY,0.02826675,17.31741
GALAXY,0.1300885,17.18096
GALAXY,0.02705851,16.95606
GALAXY,0.1744728,16.9609
GALAXY,0.1882756,17.64134
GALAXY,0.1882641,17.64134
GALAXY,0.7347701,
GALAXY,0.02711138,16.95606
GALAXY,0.09320945,17.17071
GALAXY,0.4081705,19.79822
QSO,0.5672871,20.20934
GALAXY,0.4717777,20.20934
GALAXY,0.02198107,15.87117
GALAXY,0.09334737,17.17071
GALAXY,0.09951262,16.20981
GALAXY,0.09938055,16.20981
GALAXY,0.0755018,17.289
GALAXY,0.0220188,15.87117
GALAXY,0.07543427,17.289
GALAXY,0.1124243,16.75771
QSO,0.842083,19.05011
GALAXY,0.7595975,19.21763
GALAXY,0.4389208,19.21763
GALAXY,0.1246301,17.45878
QSO,0.8407465,19.05011
GALAXY,0.0759835,17.25707
GALAXY,0.06064414,17.14835
GALAXY,0.06063775,17.14835
GALAXY,0.1743099,16.9609
GALAXY,0.1129507,16.66841
GALAXY,0.1245316,17.45878
GALAXY,0.1127612,16.66841
GALAXY,0.5813712,23.45114
GALAXY,0.07595807,17.25707
GALAXY,0.1124114,16.75771
QSO,1.569166,19.37153
GALAXY,0.07769021,16.36556
GALAXY,0.151658,17.46459
GALAXY,0.07746819,16.98816
GALAXY,0.1180799,17.58594
GALAXY,0.1436602,17.2806
GALAXY,0.1437233,17.2806
GALAXY,0.1514887,17.46459
GALAXY,0.4023679,18.63381
GALAXY,0.4016082,18.63381
GALAXY,0.07771038,16.36556
GALAXY,0.02693936,17.30356
GALAXY,0.0443011,16.3992
GALAXY,0.046405,14.38984
GALAXY,0.1311557,16.99725
GALAXY,0.02076628,13.60566
GALAXY,0.02075547,13.60566
GALAXY,0.05010178,15.94282
GALAXY,0.05010736,15.94282
GALAXY,0.1311816,16.99725
GALAXY,0.02696162,17.30356
GALAXY,0.04577779,17.74756
GALAXY,0.07749061,16.98816
QSO,1.568845,19.37153
GALAXY,0.1056081,17.02334
GALAXY,0.1062434,17.33553
GALAXY,0.04428823,16.3992
GALAXY,0.1061938,17.33553
GALAXY,0.117972,17.58594
GALAXY,0.6875439,
GALAXY,0.04639931,14.38984
GALAXY,0.7308545,
GALAXY,0.1056324,17.02334
GALAXY,0.04581626,17.74756
GALAXY,0.09610901,17.18794
GALAXY,0.06069294,17.58281
GALAXY,0.06067222,17.58281
GALAXY,0.07647796,17.02315
GALAXY,0.5448282,20.22519
GALAXY,0.5448114,20.22519
QSO,0.1348403,17.42136
GALAXY,0.1639311,17.01459
GALAXY,0.7961771,
GALAXY,0.09624202,17.18794
GALAXY,0.3474118,18.42785
GALAXY,0.01805773,13.66295
GALAXY,0.3141344,18.53673
GALAXY,0.3143674,18.53673
GALAXY,0.02840756,17.62821
GALAXY,0.04602138,17.83019
GALAXY,0.1418803,17.32374
GALAXY,0.028418,17.62821
GALAXY,0.04602534,17.83019
GALAXY,0.1418712,17.32374
GALAXY,0.1637674,17.01459
GALAXY,0.06034137,16.40217
GALAXY,0.01801363,13.66295
GALAXY,0.3471044,18.42785
GALAXY,0.06024253,16.40217
GALAXY,0.07655584,17.02315
QSO,0.1348588,17.42136
GALAXY,0.2960264,18.69483
GALAXY,0.1420017,16.73791
GALAXY,0.07778748,16.40924
GALAXY,0.0777171,16.40924
GALAXY,0.1059068,17.07958
GALAXY,0.1419506,16.73791
GALAXY,0.2962258,18.69483
GALAXY,0.1057788,16.96381
GALAXY,0.1058176,16.96381
GALAXY,0.07701957,17.68904
GALAXY,0.07701109,17.68904
GALAXY,0.7838098,
GALAXY,0.7266856,
GALAXY,0.04632263,16.68126
GALAXY,0.0507142,17.55035
QSO,1.967659,
QSO,1.96326,
GALAXY,0.04733038,15.34202
GALAXY,0.04731878,15.34202
GALAXY,0.05066073,17.55035
GALAXY,0.04628478,
GALAXY,0.04629026,
GALAXY,0.05871861,
GALAXY,0.05869869,
GALAXY,0.07668391,17.69449
GALAXY,0.04642929,16.68126
GALAXY,0.105885,17.07958
GALAXY,0.07667944,17.69449
QSO,2.498499,19.15737
QSO,2.49917,19.15737
GALAXY,0.07438473,17.169
GALAXY,0.07441209,17.169
GALAXY,0.1182851,17.0095
GALAXY,0.02885398,15.96401
GALAXY,0.0288659,15.96401
GALAXY,0.1182681,17.0095
GALAXY,0.0764778,17.2351
GALAXY,0.07645354,17.2351
GALAXY,0.208491,17.28811
GALAXY,0.07642176,17.48607
GALAXY,0.0455232,17.52509
GALAXY,0.0455214,17.52509
GALAXY,0.3165961,17.98947
GALAXY,0.1177598,17.12399
GALAXY,0.1177192,17.12399
GALAXY,0.3164879,17.98947
GALAXY,0.1248171,16.55057
GALAXY,0.09810685,17.25685
GALAXY,0.09811176,17.25685
GALAXY,0.2084093,17.28811
QSO,0.2090305,22.86926
GALAXY,0.07645574,17.48607
GALAXY,0.0763794,17.04028
GALAXY,0.118682,16.76925
GALAXY,0.1185552,16.76925
GALAXY,0.07636662,17.04028
GALAXY,0.1248819,16.55057
GALAXY,0.0721167,18.83575
GALAXY,0.2600247,18.83575
GALAXY,0.06072864,17.56727
GALAXY,0.04640858,17.51993
GALAXY,0.06073626,17.56727
GALAXY,0.3203064,18.17136
GALAXY,0.3202149,18.17136
GALAXY,0.1332973,17.23233
GALAXY,0.1334746,17.51015
GALAXY,0.4004873,18.91483
GALAXY,0.1333217,17.23233
GALAXY,0.7169439,
GALAXY,0.04639664,17.51993
QSO,1.364352,18.24231
GALAXY,0.1166475,16.58667
GALAXY,0.1167986,16.58667
QSO,1.363813,18.24231
GALAXY,0.3435898,18.4241
GALAXY,0.1332476,17.21861
GALAXY,0.1342176,16.65649
GALAXY,0.1334124,17.51015
QSO,1.14571,19.94118
QSO,1.145581,19.94118
GALAXY,0.07670547,17.10935
GALAXY,0.07673196,17.10935
GALAXY,0.1415825,17.86197
GALAXY,0.1415003,17.86197
GALAXY,0.07688178,16.40437
GALAXY,0.133316,17.21861
GALAXY,0.1341624,16.65649
QSO,0.2682848,17.92369
QSO,0.26838,17.92369
GALAXY,0.076873,16.40437
GALAXY,0.4006341,18.91483
GALAXY,0.3434813,18.4241
GALAXY,0.2207994,18.61782
QSO,0.5699041,19.15726
GALAXY,0.1187735,17.2249
QSO,0.3858663,18.34867
QSO,0.5702648,19.15726
GALAXY,0.2209758,18.61782
GALAXY,0.1924453,17.64756
GALAXY,0.1312978,16.86952
QSO,2.080141,20.15788
GALAXY,0.1194012,17.86755
GALAXY,0.07996511,17.36457
GALAXY,0.1924503,17.64756
GALAXY,0.1312238,16.86952
GALAXY,0.07993794,17.36457
QSO,1.614047,19.20828
QSO,1.02788,
QSO,1.763969,19.11449
QSO,1.762747,19.11449
GALAXY,0.02222677,17.34829
QSO,2.080294,20.15788
QSO,1.638164,19.01506
QSO,1.638811,19.01506
GALAXY,0.07549135,16.01326
GALAXY,0.3391321,18.70622
QSO,0.3860168,18.34867
QSO,1.617681,19.20828
QSO,1.18376,18.68011
GALAXY,0.1414844,17.61222
QSO,2.956926,
GALAXY,0.02222205,17.34829
GALAXY,0.1192978,17.86755
QSO,1.182322,18.68011
GALAXY,0.1413817,17.61222
GALAXY,0.118739,17.2249
GALAXY,0.0194802,17.6229
GALAXY,0.01951809,17.6229
GALAXY,0.3389237,18.70622
GALAXY,0.07552285,16.01326
GALAXY,0.1311861,16.90212
GALAXY,0.1172562,17.03971
GALAXY,0.05008475,17.26956
GALAXY,0.02680382,17.22925
GALAXY,0.3247704,18.99283
GALAXY,0.1054425,17.05062
GALAXY,0.1050531,16.94125
GALAXY,0.1051683,16.94125
GALAXY,0.06519338,17.52077
GALAXY,0.1179547,17.30718
GALAXY,0.06517496,17.52077
GALAXY,0.13224,17.04326
GALAXY,0.1322715,17.04326
GALAXY,0.1054754,17.05062
GALAXY,0.3248914,18.99283
GALAXY,0.02677686,17.22925
GALAXY,0.0500195,17.26956
GALAXY,0.1179862,17.30718
GALAXY,0.131236,16.90212
GALAXY,0.3555442,19.22861
GALAXY,0.06532607,15.63397
GALAXY,0.5272078,19.29213
GALAXY,0.3556255,19.22861
GALAXY,0.1171956,17.03971
QSO,4.010497,
GALAXY,0.12629,17.15316
GALAXY,0.5271368,19.29213
GALAXY,0.06531451,15.63397
GALAXY,0.1274467,17.38065
GALAXY,0.1273863,17.38065
GALAXY,0.1262188,17.15316
GALAXY,0.3431619,18.56855
GALAXY,0.3432508,18.56855
GALAXY,0.1178961,17.31343
QSO,1.727543,19.98823
GALAXY,0.3404233,18.21077
GALAXY,0.3393626,18.33736
GALAXY,0.1732546,17.48315
GALAXY,0.1732454,17.48315
GALAXY,0.3761289,18.69603
GALAXY,0.07622533,17.38358
GALAXY,0.1051772,17.30913
GALAXY,0.1313949,16.87349
GALAXY,0.07673921,16.60709
GALAXY,0.07664118,16.60709
GALAXY,0.07628945,17.38358
GALAXY,0.3758339,18.69603
GALAXY,0.01934486,16.11762
GALAXY,0.01934206,16.11762
GALAXY,0.1169803,16.43475
QSO,1.463967,19.28311
GALAXY,0.1170478,16.43475
GALAXY,0.1178732,17.31343
QSO,1.726523,19.98823
QSO,1.939645,
GALAXY,0.3393129,18.33736
GALAXY,0.3405881,18.21077
GALAXY,0.1349974,17.53342
QSO,0.9559311,17.61269
GALAXY,0.1314415,16.87349
QSO,1.466116,19.28311
GALAXY,0.2254319,17.57149
GALAXY,0.2254309,17.57149
QSO,0.9287338,
GALAXY,0.1051603,17.30913
QSO,0.9569827,17.61269
GALAXY,0.1350217,17.53342
QSO,1.802415,20.40944
QSO,1.805395,20.40944
GALAXY,0.1728076,16.55154
QSO,2.161135,18.76551
GALAXY,0.9438038,19.30791
GALAXY,0.204358,19.84393
QSO,1.081705,
GALAXY,0.1336699,17.03389
QSO,1.547108,19.84393
QSO,2.679296,
GALAXY,0.2500312,17.65264
QSO,2.145799,18.96132
QSO,1.693052,19.30791
QSO,2.146599,18.96132
QSO,2.161697,18.76551
GALAXY,0.249862,17.65264
GALAXY,0.1727682,16.55154
GALAXY,0.1338292,17.03389
GALAXY,0.3772738,19.36985
GALAXY,0.0775753,17.51198
GALAXY,0.1726972,17.22395
GALAXY,0.3385198,18.61351
GALAXY,0.338452,18.61351
GALAXY,0.3337773,19.63386
GALAXY,0.3338675,19.63386
GALAXY,0.2487984,17.41424
GALAXY,0.377425,19.36985
GALAXY,0.1049729,16.93354
QSO,0.3311791,
GALAXY,0.2489508,17.41424
QSO,0.5102291,18.58696
QSO,0.3557519,18.74593
GALAXY,0.1218556,17.05978
QSO,1.537089,19.24568
GALAXY,0.05013565,16.20279
GALAXY,0.05012988,16.20279
QSO,0.3561049,18.74593
GALAXY,0.1726604,17.22395
QSO,0.510112,18.58696
QSO,3.613682,19.88305
QSO,3.612707,19.88305
GALAXY,0.1057144,17.4985
GALAXY,0.1056534,17.4985
GALAXY,0.1220102,17.05978
GALAXY,0.0775278,17.51198
QSO,1.537378,19.24568
GALAXY,0.1046762,16.76746
GALAXY,0.1048721,16.93354
QSO,1.051818,
GALAXY,0.1047577,16.76746
GALAXY,0.3239851,18.82746
GALAXY,0.3238173,18.82746
GALAXY,0.04793089,17.426
GALAXY,0.09389783,16.7506
GALAXY,0.1043968,17.79571
GALAXY,0.1044193,17.79571
GALAXY,0.09387619,16.7506
GALAXY,0.3258382,17.90015
GALAXY,0.3253661,17.90015
GALAXY,0.02608845,14.49222
GALAXY,0.02613202,14.49222
GALAXY,0.1041861,17.09969
GALAXY,0.1041743,17.09969
GALAXY,0.3219948,18.15809
GALAXY,0.1067496,
QSO,1.449542,19.14408
QSO,1.448284,19.14408
GALAXY,0.1154988,16.73231
QSO,1.07969,18.68534
GALAXY,0.3264664,18.08007
GALAXY,0.3262224,18.08007
GALAXY,0.04628598,17.40821
GALAXY,0.1150461,17.44185
GALAXY,0.3222257,18.15809
GALAXY,0.07749993,16.73176
GALAXY,0.0775177,16.73176
QSO,1.079277,18.68534
GALAXY,0.1045601,16.88314
GALAXY,0.04795598,17.426
GALAXY,0.1045484,16.88314
GALAXY,0.1155944,16.73231
GALAXY,0.104577,17.41837
GALAXY,0.1045148,17.41837
GALAXY,0.1152997,17.44185
GALAXY,0.04632961,17.40821
GALAXY,0.1349324,17.41656
GALAXY,0.5848522,20.80015
GALAXY,0.3277998,17.85813
QSO,1.937142,19.39262
GALAXY,0.02238294,15.61509
GALAXY,0.1040706,17.26249
GALAXY,0.13487,17.41656
QSO,1.576971,19.62685
QSO,1.934764,19.39262
GALAXY,0.02241457,15.61509
GALAXY,0.1040485,17.26249
QSO,0.6108167,20.80015
GALAXY,0.09398637,17.09909
GALAXY,0.09404898,17.09909
GALAXY,0.3247925,18.76861
GALAXY,0.04013976,15.67791
GALAXY,0.04011256,15.67791
QSO,0.4508205,19.233
QSO,0.4506589,19.233
GALAXY,0.1164438,17.55305
GALAXY,0.1165714,17.55305
GALAXY,0.3245387,18.76861
GALAXY,0.6892494,
GALAXY,0.3732703,19.3977
GALAXY,0.3732133,19.3977
GALAXY,0.3277409,17.85813
QSO,1.578661,19.62685
GALAXY,0.04823104,16.76616
GALAXY,0.5383505,
GALAXY,0.07770094,16.75259
GALAXY,0.04791538,16.65611
GALAXY,0.04799464,15.02116
GALAXY,0.04795907,15.02116
GALAXY,0.04802121,16.30116
GALAXY,0.3185664,18.4002
GALAXY,0.04784248,16.65611
GALAXY,0.3186255,18.4002
GALAXY,0.04801087,16.30116
GALAXY,0.04792744,16.78361
GALAXY,0.04798149,16.78361
GALAXY,0.06908688,17.54805
GALAXY,0.06920329,17.54805
GALAXY,0.2514219,17.55305
GALAXY,0.2510981,17.55305
GALAXY,0.07781252,16.75259
QSO,0.2421528,19.36084
GALAXY,0.3264065,18.29014
GALAXY,0.3262734,18.29014
QSO,0.9881431,18.8855
GALAXY,0.07592364,17.38446
GALAXY,0.07589214,17.38446
GALAXY,0.8949777,17.53016
GALAXY,0.1044813,17.53016
QSO,0.2421528,19.36084
GALAXY,0.04814501,16.76616
GALAXY,0.1206524,17.21828
GALAXY,0.1205518,17.21828
GALAXY,0.04870075,16.47375
GALAXY,0.04859772,16.47375
GALAXY,0.1239719,16.82459
GALAXY,0.1319236,17.54062
GALAXY,0.3989029,19.25021
GALAXY,0.1044627,16.51666
GALAXY,0.0767483,16.81287
GALAXY,0.07334065,17.06338
GALAXY,0.1318456,17.54062
GALAXY,0.7568907,19.64555
QSO,1.383281,18.98943
QSO,1.661781,19.11211
GALAXY,0.07702655,17.20731
QSO,2.651761,17.53343
GALAXY,0.07549144,17.73997
GALAXY,0.06878084,17.17862
GALAXY,0.0766829,16.81287
GALAXY,0.06876928,17.17862
GALAXY,0.7121859,19.15261
GALAXY,0.1241421,16.82459
GALAXY,0.717229,
QSO,1.766594,19.14522
QSO,1.652943,19.11211
QSO,1.384742,18.98943
GALAXY,0.1524784,17.1495
GALAXY,0.1042626,16.51666
GALAXY,0.07533617,17.73997
GALAXY,0.1524835,17.1495
GALAXY,0.3985842,19.25021
GALAXY,0.07718375,17.20731
GALAXY,0.0260513,17.53343
GALAXY,0.073299,17.06338
QSO,0.4211217,20.35907
GALAXY,0.1328609,17.29763
GALAXY,0.1329669,17.29763
GALAXY,0.1924917,16.96871
GALAXY,0.06481893,17.06278
QSO,0.7969501,
GALAXY,0.1940736,17.79023
GALAXY,0.1941606,17.79023
GALAXY,0.02577544,15.63974
GALAXY,0.02576777,15.63974
GALAXY,0.0945757,16.58527
GALAXY,0.01998717,13.43913
GALAXY,0.02960242,17.19415
QSO,0.1443297,18.92563
GALAXY,0.341464,18.92563
QSO,2.210433,19.70856
QSO,1.175985,19.70856
GALAXY,0.1267309,16.95477
GALAXY,0.104246,17.11238
GALAXY,0.1042957,17.11238
GALAXY,0.1973113,16.53382
GALAXY,0.1974582,16.53382
GALAXY,0.02955814,17.19415
GALAXY,0.09454562,16.58527
GALAXY,0.0199593,13.43913
GALAXY,0.1268541,16.95477
GALAXY,0.103596,16.78026
GALAXY,0.1035466,16.78026
GALAXY,0.3101815,18.1566
GALAXY,0.3102322,18.1566
GALAXY,0.06476851,17.06278
GALAXY,0.1924825,16.96871
GALAXY,0.1250225,15.75121
GALAXY,0.130811,17.7112
