pl_name,discoverymethod,pl_rade,pl_bmasse
"Kepler-1814 b","Transit",,
"Kepler-249 b","Transit",1.00000000,
"Kepler-1136 b","Transit",,
"Kepler-552 b","Transit",3.77000000,
"Kepler-930 b","Transit",2.19000000,
"HD 51608 b","Radial Velocity",,12.77000000
"Kepler-62 e","Transit",,
"Kepler-117 b","Transit",,
"Kepler-254 d","Transit",2.50000000,
"Kepler-236 b","Transit",1.49000000,
"Kepler-63 b","Transit",5.76600000,
"Kepler-967 b","Transit",,
"Kepler-560 b","Transit",1.55000000,
"Kepler-666 b","Transit",,
"KELT-16 b","Transit",15.50202031,861.31498297
"Kepler-1468 d","Transit",,
"K2-218 b","Transit",2.56948149,
"HD 124330 b","Radial Velocity",,238.37130525
"Kepler-282 b","Transit",1.02000000,
"HD 2685 b","Transit",16.14096000,371.86110000
"WASP-141 b","Transit",,
"Kepler-45 b","Transit",10.76000000,160.49700000
"Kepler-268 c","Transit",,
"Kepler-799 c","Transit",1.92000000,
"Kepler-518 b","Transit",2.14000000,
"Kepler-1390 b","Transit",0.92000000,
"HD 66428 b","Radial Velocity",,1013.87261833
"Kepler-14 b","Transit",9.86000000,
"Kepler-1379 b","Transit",1.28000000,
"Kepler-1160 b","Transit",,
"Kepler-222 b","Transit",3.02800000,
"Kepler-1130 c","Transit",0.75000000,
"Kepler-877 b","Transit",,
"Kepler-388 b","Transit",0.95000000,
"Kepler-405 b","Transit",,
"K2-87 b","Transit",7.60000000,
"Kepler-1998 b","Transit",0.61000000,
"Kepler-793 b","Transit",1.38000000,
"Kepler-138 c","Transit",1.94000000,
"Kepler-301 b","Transit",1.42200000,
"Kepler-269 c","Transit",,
"Kepler-1992 b","Transit",0.88000000,
"Kepler-1033 b","Transit",2.40000000,
"KMT-2017-BLG-0428L b","Microlensing",,5.63000000
"XO-3 b","Transit",,3861.63450000
"CoRoT-30 b","Transit",11.30988100,921.70700000
"Kepler-106 e","Transit",2.96900000,
"Kepler-302 c","Transit",9.32000000,
"Kepler-571 b","Transit",,
"HATS-63 b","Transit",13.52926300,305.11680000
"Kepler-783 b","Transit",,
"Kepler-67 b","Transit",2.81000000,
"Kepler-1717 b","Transit",2.86000000,
"Kepler-1593 b","Transit",,
"Kepler-1835 b","Transit",3.53387773,
"HD 106270 b","Radial Velocity",,3623.24383980
"Kepler-1985 b","Transit",1.81000000,
"Kepler-1969 b","Transit",1.72000000,
"Kepler-221 b","Transit",1.56000000,
"HD 66428 b","Radial Velocity",,896.20000000
"Kepler-625 c","Transit",,
"KMT-2024-BLG-1281L b","Microlensing",,19.06970442
"Kepler-82 d","Transit",1.77000000,
"Kepler-1244 b","Transit",1.15000000,
"Kepler-75 b","Transit",11.55000000,3146.40000000
"Kepler-1063 b","Transit",1.15000000,
"Kepler-1933 b","Transit",2.24000000,
"Kepler-1802 b","Transit",1.67100000,
"Kepler-401 c","Transit",2.46000000,
"Kepler-353 b","Transit",1.07000000,
"Kepler-137 c","Transit",,
"Kepler-1004 b","Transit",,
"Kepler-397 b","Transit",,
"TOI-1244 b","Transit",2.46700000,
"NGTS-6 b","Transit",,
"OGLE-2016-BLG-0613L AB b","Microlensing",,1400.00000000
"Kepler-68 e","Radial Velocity",,86.44932670
"HATS-58 A b","Transit",10.00804679,
"K2-31 b","Transit",,590.10000000
"Kepler-1070 b","Transit",1.72000000,
"Kepler-202 b","Transit",1.91000000,
"Kepler-1714 b","Transit",,
"Kepler-204 b","Transit",2.23000000,
"Kepler-238 b","Transit",1.10000000,
"K2-19 b","Transit",8.20000000,
"WASP-7 b","Transit",,305.11680000
"KOI-1833 d","Transit",1.95000000,
"Kepler-329 c","Transit",2.06000000,
"MOA-2011-BLG-291L b","Microlensing",,18.00000000
"Kepler-1206 b","Transit",1.64000000,
"Kepler-132 b","Transit",,
"HD 33142 b","Radial Velocity",,440.19455000
"KMT-2021-BLG-1689L b","Microlensing",,45.00000000
"Kepler-102 e","Transit",2.17000000,4.70000000
"Kepler-207 c","Transit",1.06000000,
"Kepler-848 b","Transit",,
"Kepler-869 b","Transit",3.25000000,
"Kepler-327 c","Transit",,
"Kepler-118 b","Transit",,
"TOI-4588 b","Transit",2.98578715,
"Kepler-1931 b","Transit",2.05000000,
"Kepler-1750 b","Transit",4.83000000,
"Kepler-145 b","Transit",2.22400000,
"Kepler-201 b","Transit",2.88000000,
"Kepler-1057 b","Transit",2.75000000,
"Kepler-998 b","Transit",,
"KOI-4777.01","Transit",0.42000000,
"Kepler-342 d","Transit",2.32000000,
"BD-06 1339 b","Radial Velocity",,1523.03372634
"Kepler-1286 b","Transit",2.43000000,
"Kepler-1329 b","Transit",2.05000000,
"Kepler-1242 b","Transit",2.61000000,
"TOI-4552 b","Transit",1.28011238,
"Kepler-1346 b","Transit",,
"Kepler-1537 b","Transit",2.03000000,
"OGLE-TR-56 b","Transit",15.27786700,1048.83900000
"Kepler-616 d","Transit",2.44000000,
"TOI-1194 b","Transit",8.76741000,
"K2-237 b","Transit",,
"Kepler-848 b","Transit",,
"Kepler-80 g","Transit",,3.12737000
"Kepler-801 b","Transit",,
"WASP-85 A b","Transit",,
"WISE J033605.05-014350.4 b","Imaging",,2622.08435775
"Kepler-314 c","Transit",,
"Kepler-1582 b","Transit",0.79000000,
"Kepler-672 b","Transit",,
"Kepler-931 b","Transit",,
"Kepler-1474 b","Transit",2.44000000,
"Kepler-1621 b","Transit",1.96000000,
"HD 189567 b","Radial Velocity",,9.87000000
"Kepler-402 d","Transit",1.26000000,
"WASP-167 b","Transit",,
"Kepler-327 d","Transit",2.42000000,
"Kepler-688 b","Transit",7.34000000,
"HD 109286 b","Radial Velocity",,950.30693693
"HD 40307 g","Radial Velocity",,7.10000000
"Kepler-825 c","Transit",,
"Kepler-140 b","Transit",1.50000000,
"nu Oph c","Radial Velocity",,8581.41000000
"Kepler-74 b","Transit",8.60000000,
"Kepler-1427 b","Transit",1.10000000,
"Kepler-79 c","Transit",3.10000000,
"Kepler-156 c","Transit",2.51000000,
"HD 220074 b","Radial Velocity",,3527.80000000
"HD 141399 c","Radial Velocity",,422.71390000
"KMT-2021-BLG-1372L b","Microlensing",,58.95000000
"MOA-2016-BLG-227L b","Microlensing",,890.00000000
"Kepler-1713 b","Transit",,
"HD 192310 c","Radial Velocity",,24.00000000
"Kepler-343 b","Transit",,
"TOI-530 b","Transit",,
"Kepler-1992 b","Transit",0.91000000,
"PSR B1257+12 c","Pulsar Timing",,4.30000000
"BD+48 740 b","Radial Velocity",,540.31100000
"Kepler-293 b","Transit",3.00000000,
"Kepler-135 b","Transit",,
"Kepler-427 b","Transit",,
"Kepler-1963 b","Transit",0.83000000,
"HD 42618 b","Radial Velocity",,14.40000000
"Kepler-749 b","Transit",3.10000000,
"Kepler-262 b","Transit",1.49000000,
"Kepler-994 b","Transit",1.49000000,
"Kepler-353 c","Transit",1.51000000,
"Kepler-443 b","Transit",2.33000000,
"Kepler-1090 b","Transit",2.51000000,
"TOI-654.01","Transit",2.37126000,
"Kepler-1949 b","Transit",0.95000000,
"Kepler-458 c","Transit",4.20000000,
"Kepler-307 b","Transit",2.83400000,
"K2-131 b","Transit",1.69000000,7.90000000
"Kepler-382 c","Transit",1.68000000,
"Kepler-863 b","Transit",2.87000000,
"Kepler-1321 b","Transit",5.45000000,
"Kepler-217 b","Transit",2.12000000,
"Kepler-192 d","Transit",1.07000000,
"Kepler-1387 b","Transit",0.93000000,
"Kepler-92 b","Transit",3.51000000,64.30000000
"Kepler-773 b","Transit",,
"Kepler-697 b","Transit",3.96000000,
"Kepler-102 c","Transit",0.58000000,3.00000000
"Kepler-572 b","Transit",2.44400000,
"WASP-11 b","Transit",11.46948561,
"Kepler-289 c","Transit",,
"Kepler-519 b","Transit",2.16300000,
"GJ 1148 c","Radial Velocity",,68.06000000
"Kepler-364 b","Transit",,
"Kepler-549 c","Transit",3.40000000,
"Kepler-864 b","Transit",2.98000000,
"Kepler-758 d","Transit",,
"KMT-2016-BLG-1836L b","Microlensing",,730.00000000
"Kepler-1895 b","Transit",1.53000000,
"Kepler-113 b","Transit",2.00000000,
"Kepler-700 b","Transit",4.73000000,
"Kepler-61 b","Transit",2.19000000,
"Kepler-827 b","Transit",8.49000000,
"Kepler-18 d","Transit",,
"HD 215152 c","Radial Velocity",,468.79690033
"Kepler-173 b","Transit",1.28000000,
"Kepler-1361 b","Transit",0.89000000,
"Kepler-352 d","Transit",0.66000000,
"Kepler-355 c","Transit",2.67000000,
"TOI-4458 b","Transit",13.63441635,
"Kepler-542 b","Transit",1.57000000,
"Kepler-576 b","Transit",4.06000000,
"Kepler-716 c","Transit",1.39281536,
"Kepler-1634 b","Transit",3.19000000,
"Kepler-127 b","Transit",,
"Kepler-1735 b","Transit",0.92000000,
"Kepler-426 b","Transit",11.70000000,
"Kepler-249 c","Transit",1.44700000,
"K2-353 b","Transit",5.07911000,
"Kepler-929 b","Transit",1.11000000,
"Kepler-746 b","Transit",,
"Kepler-21 b","Transit",1.63540000,10.40000000
"Kepler-1435 b","Transit",0.94000000,
"WASP-90 b","Transit",,
"Kepler-1334 b","Transit",,
"Kepler-23 c","Transit",3.15000000,
"OGLE-2016-BLG-1266L b","Microlensing",,3813.94088400
"Kepler-1202 b","Transit",2.52000000,
"Kepler-1305 b","Transit",1.75000000,
"KMT-2023-BLG-1454L b","Microlensing",,177.98390792
"Kepler-543 b","Transit",2.43000000,
"Kepler-383 c","Transit",1.39000000,
"HAT-P-70 b","Transit",,
"Kepler-520 b","Transit",1.57000000,
"Kepler-287 b","Transit",2.33000000,
"Kepler-842 b","Transit",1.58000000,
"Kepler-57 c","Transit",45.65000000,
"Kepler-446 c","Transit",,
"Kepler-1188 b","Transit",,
"Kepler-1412 b","Transit",1.00500000,
"Kepler-653 c","Transit",0.75800000,
"Kepler-130 b","Transit",,
"HD 136352 d","Radial Velocity",1.62083261,
"Kepler-728 b","Transit",,
"Kepler-1832 b","Transit",0.98000000,
"K2-32 c","Transit",3.13400000,8.10000000
"Kepler-1632 b","Transit",2.82900000,
"HD 204313 e","Radial Velocity",,4868.17771002
"Kepler-691 b","Transit",2.14000000,
"Kepler-1873 b","Transit",1.39000000,
"HD 213885 c","Radial Velocity",,19.95000000
"Kepler-169 d","Transit",,
"Kepler-1846 b","Transit",0.96000000,
"Kepler-269 b","Transit",4.34500000,
"Kepler-663 b","Transit",,
"Kepler-1623 b","Transit",1.21900000,
"KMT-2022-BLG-0440L b","Microlensing",,15.30000000
"Kepler-275 b","Transit",2.25000000,
"Kepler-1550 b","Transit",2.65000000,
"Kepler-718 b","Transit",16.56000000,
"Kepler-1462 b","Transit",,
"DMPP-3 A b","Radial Velocity",,2.58000000
"Kepler-174 b","Transit",1.88000000,
"Kepler-127 d","Transit",2.54000000,
"Kepler-827 b","Transit",8.13300000,
"Kepler-190 c","Transit",1.46000000,
"Kepler-1209 b","Transit",1.31000000,
"Kepler-192 d","Transit",1.16100000,
"Kepler-1615 b","Transit",,
"Kepler-722 b","Transit",2.69200000,
"Kepler-1656 b","Transit",4.47000000,
"MOA-2019-BLG-008L b","Microlensing",,6674.39654700
"HD 12661 c","Radial Velocity",,589.57169499
"Kepler-207 c","Transit",1.06000000,
"Kepler-1336 b","Transit",1.30000000,
"Kepler-431 b","Transit",1.08800000,
"Kepler-1508 b","Transit",0.98000000,
"Kepler-916 b","Transit",1.84000000,
"K2-77 b","Transit",2.79975419,
"Kepler-53 d","Transit",,
"Kepler-568 b","Transit",,
"Kepler-681 b","Transit",,
"Kepler-41 b","Transit",,
"Kepler-1185 b","Transit",1.44000000,
"Kepler-996 b","Transit",1.83000000,
"Kepler-760 c","Transit",,
"Kepler-678 b","Transit",10.79000000,
"Kepler-1510 b","Transit",2.97000000,
"Kepler-104 d","Transit",,
"Kepler-1393 b","Transit",0.70000000,
"Kepler-616 c","Transit",,
"Kepler-224 e","Transit",,
"Kepler-1684 b","Transit",2.96000000,
"WASP-13 b","Transit",17.12735200,162.72896000
"WASP-160 B b","Transit",,
"Kepler-440 b","Transit",,
"WASP-132 b","Transit",,
"Kepler-738 b","Transit",2.50000000,
"Kepler-369 b","Transit",1.18000000,
"Kepler-625 b","Transit",1.89000000,
"Kepler-58 e","Transit",1.69200003,
"Kepler-339 c","Transit",,
"Kepler-139 e","Radial Velocity",,426.11581520
"KMT-2021-BLG-0192L b","Microlensing",,60.38739733
"Kepler-107 d","Transit",1.06000000,
"OGLE-2018-BLG-0506L b","Microlensing",,16.30000000
"Kepler-112 c","Transit",2.65300000,
"TOI-942 b","Transit",3.89000000,
"XO-2 N b","Transit",,199.91507000
"Kepler-676 b","Transit",,
"Kepler-1987 e","Transit",1.99000000,
"Kepler-296 f","Transit",,
"TOI-2104 b","Transit",1.52898127,
"Kepler-62 d","Transit",2.04000000,
"WASP-157 b","Transit",,
"Kepler-301 d","Transit",,
"GJ 411 b","Radial Velocity",,2.99000000
"Kepler-333 b","Transit",1.46000000,
"Kepler-32 d","Transit",2.50400000,
"Kepler-215 e","Transit",1.45000000,
"Kepler-1497 b","Transit",1.69000000,
"Kepler-324 c","Transit",2.60000000,
"Kepler-257 d","Transit",,
"Kepler-598 b","Transit",,
"Kepler-1838 b","Transit",1.66049425,
"Kepler-1272 b","Transit",2.41000000,
"Kepler-223 d","Transit",2.98000000,
"Kepler-528 b","Transit",1.96000000,
"Kepler-1722 b","Transit",2.33000000,
"TOI-1246 e","Transit",3.24164296,
"Kepler-426 b","Transit",11.68000000,
"Kepler-1384 b","Transit",2.21000000,
"MOA-2016-BLG-227L b","Microlensing",,1300.00000000
"Kepler-1388 c","Transit",,
"Kepler-700 b","Transit",4.73000000,
"KMT-2023-BLG-0548L b","Microlensing",,956.66350507
"Kepler-1901 b","Transit",1.39000000,
"Kepler-104 d","Transit",3.41000000,
"Kepler-1503 b","Transit",2.27000000,
"Kepler-1183 b","Transit",3.00000000,
"Kepler-937 c","Transit",2.57600000,
"Kepler-928 b","Transit",,
"Kepler-190 b","Transit",,
"Kepler-974 b","Transit",1.57000000,
"Kepler-986 b","Transit",2.25400000,
"Kepler-134 c","Transit",1.03100000,
"Kepler-192 c","Transit",2.74100000,
"Kepler-1830 b","Transit",3.29200000,
"K2-183 b","Transit",1.10000000,
"HAT-P-7 b","Transit",16.41600000,
"Kepler-1605 b","Transit",5.18000000,
"Kepler-713 b","Transit",,
"Kepler-48 d","Transit",2.02000000,
"HD 154857 b","Radial Velocity",,711.91000000
"Kepler-323 b","Transit",1.70000000,
"Kepler-150 e","Transit",3.12000000,
"Kepler-114 d","Transit",2.08000000,
"Kepler-142 d","Transit",,
"Kepler-1015 b","Transit",2.60000000,
"Kepler-1486 b","Transit",2.64000000,
"MOA-2009-BLG-319L b","Microlensing",,50.00000000
"Kepler-1843 b","Transit",1.92000000,
"Kepler-292 e","Transit",2.54300000,
"K2-181 b","Transit",3.17000000,
"Kepler-450 b","Transit",,
"Kepler-1148 b","Transit",1.54000000,
"YZ Cet c","Radial Velocity",,1.14000000
"LHS 1903 b","Transit",1.47809000,
"Kepler-1113 b","Transit",2.30000000,
"Kepler-1380 b","Transit",1.34000000,
"Kepler-1012 b","Transit",1.34000000,
"Kepler-1993 b","Transit",,
"Kepler-1287 b","Transit",,
"Kepler-1790 b","Transit",2.02000000,
"Kepler-710 b","Transit",1.88000000,
"Kepler-141 b","Transit",,
"Kepler-327 c","Transit",1.03000000,
"Kepler-1839 b","Transit",1.19000000,
"Kepler-239 c","Transit",2.19000000,
"ZTF J1230-2655 b","Transit",13.78704626,7024.00779470
"Kepler-380 b","Transit",,
"Kepler-772 b","Transit",,
"Kepler-190 b","Transit",1.48000000,
"HD 102843 b","Radial Velocity",,113.90000000
"Kepler-124 d","Transit",1.51000000,
"Kepler-329 c","Transit",1.93000000,
"Kepler-791 b","Transit",2.14000000,
"Kepler-52 b","Transit",2.70000000,
"Kepler-170 b","Transit",2.93500000,
"Kepler-273 c","Transit",,
"Kepler-245 c","Transit",2.38000000,225.60000000
"Kepler-1680 b","Transit",2.80000000,
"Kepler-660 b","Transit",,
"Kepler-1434 b","Transit",0.86000000,
"Kepler-1303 b","Transit",1.25000000,
"Gaia22dkvL b","Microlensing",,1797.95529840
"Kepler-1782 b","Transit",2.67000000,
"Kepler-166 b","Transit",2.30000000,
"Kepler-1994 b","Transit",0.51000000,
"Kepler-137 b","Transit",,
"Kepler-1152 b","Transit",0.91000000,
"Kepler-323 b","Transit",1.81000000,
"Kepler-37 c","Transit",0.71000000,
"MOA-2011-BLG-291L b","Microlensing",,27.00000000
"Kepler-252 b","Transit",1.37000000,
"Kepler-1366 b","Transit",1.28000000,
"Kepler-1406 b","Transit",1.31000000,
"Kepler-159 c","Transit",2.64000000,
"Kepler-927 b","Transit",1.78000000,
"Kepler-1774 b","Transit",,
"Kepler-1998 b","Transit",,
"Kepler-20 b","Transit",1.97000000,
"Kepler-1615 b","Transit",2.06000000,
"Kepler-298 d","Transit",2.89000000,
"Kepler-646 b","Transit",1.99000000,
"Kepler-1092 b","Transit",2.06000000,
"Kepler-1204 b","Transit",3.14000000,
"Kepler-55 b","Transit",3.35000000,
"Kepler-208 c","Transit",1.49000000,
"Kepler-435 b","Transit",22.31000000,266.97000000
"Kepler-191 b","Transit",,
"Kepler-176 d","Transit",2.90000000,
"Kepler-250 b","Transit",0.99000000,
"HAT-P-39 b","Transit",,
"K2-272 b","Transit",3.13000000,
"Kepler-56 d","Radial Velocity",,1784.00000000
"Kepler-1308 b","Transit",0.96000000,
"Kepler-1385 b","Transit",0.55000000,
"Kepler-33 e","Transit",,
"HD 104067 b","Radial Velocity",,50.85280000
"KMT-2020-BLG-0414L b","Microlensing",,0.96000000
"Kepler-695 b","Transit",8.99000000,
"Kepler-1203 b","Transit",1.01000000,
"Kepler-430 c","Transit",1.86000000,
"K2-225 b","Transit",2.66099554,
"Kepler-188 c","Transit",3.20000000,
"Kepler-83 c","Transit",2.33000000,11.40000000
"Kepler-991 b","Transit",,
"HD 152581 b","Radial Velocity",,594.02427000
"Kepler-188 c","Transit",,
"Kepler-1766 b","Transit",1.89000000,
"Kepler-1046 b","Transit",,
"Kepler-314 b","Transit",0.83000000,
"MOA-2008-BLG-310L b","Microlensing",,23.40000000
"Kepler-607 b","Transit",,
"Kepler-1277 b","Transit",,
"Kepler-1950 b","Transit",1.06000000,
"Kepler-229 d","Transit",3.44800000,
"Kepler-159 c","Transit",3.49100000,
"Kepler-282 d","Transit",2.30000000,
"Kepler-232 b","Transit",2.80000000,
"Kepler-319 b","Transit",,
"HAT-P-37 b","Transit",12.01490883,
"Kepler-1768 b","Transit",,
"Kepler-1224 b","Transit",,
"K2-138 f","Transit",2.90400000,1.63000000
"Kepler-626 b","Transit",2.17000000,
"Kepler-1192 b","Transit",2.42000000,
"Kepler-1699 b","Transit",,
"OGLE-2015-BLG-1670L b","Microlensing",,
"Kepler-139 d","Transit",1.69500000,4.65807623
"Kepler-226 d","Transit",1.30000000,
"Kepler-595 b","Transit",,
"Kepler-755 c","Transit",1.29000000,
"Kepler-382 c","Transit",3.14000000,
"Kepler-150 b","Transit",1.29000000,
"Kepler-1652 b","Transit",1.58000000,
"HIP 116454 b","Transit",2.46900000,9.70000000
"Kepler-964 b","Transit",4.20000000,
"Kepler-658 b","Transit",1.42000000,
"Kepler-1653 b","Transit",1.73000000,
"Kepler-1663 b","Transit",2.64000000,
"HD 108236 e","Transit",,
"TOI-1750 b","Transit",2.78943837,
"Kepler-640 b","Transit",2.68600000,
"Kepler-1568 b","Transit",1.26000000,
"Kepler-130 b","Transit",,
"Kepler-979 b","Transit",2.94000000,
"Kepler-277 b","Transit",,
"Kepler-1765 b","Transit",2.82000000,
"Kepler-962 b","Transit",,
"TOI-3837 b","Transit",10.87271128,187.51876013
"Kepler-836 b","Transit",,
"Kepler-998 b","Transit",1.88000000,
"Kepler-274 b","Transit",1.80000000,
"Kepler-1388 c","Transit",2.11000000,
"Kepler-1580 b","Transit",1.19000000,
"Kepler-1566 b","Transit",0.68000000,
"HD 219828 b","Radial Velocity",,21.00000000
"Kepler-705 b","Transit",1.96000000,
"Kepler-236 c","Transit",1.85000000,
"Kepler-77 b","Transit",10.43000000,
"Kepler-280 c","Transit",,
"Kepler-6 b","Transit",,
"Kepler-1606 b","Transit",,
"Kepler-1398 b","Transit",0.79000000,
"Kepler-210 c","Transit",3.79276610,
"KMT-2021-BLG-1105L b","Microlensing",,394.10722468
"Kepler-781 b","Transit",2.88000000,
"Kepler-1869 b","Transit",2.64000000,
"Kepler-372 c","Transit",2.65000000,
"Kepler-57 c","Transit",46.91400000,
"Kepler-1646 b","Transit",0.95000000,
"Kepler-966 b","Transit",4.13000000,
"OGLE-2019-BLG-1180L b","Microlensing",,555.24622703
"Kepler-268 b","Transit",,
"Kepler-1923 b","Transit",,
"TOI-172 b","Transit",10.81668500,1722.63860000
"Kepler-292 e","Transit",,
"Kepler-730 c","Transit",,
"Kepler-1571 b","Transit",1.63000000,
"Kepler-1267 b","Transit",2.20000000,
"K2-404 b","Transit",2.53000000,
"Kepler-561 b","Transit",,
"Kepler-49 c","Transit",2.63000000,
"Kepler-131 b","Transit",1.98000000,
"Kepler-1380 b","Transit",1.34000000,
"Kepler-769 b","Transit",,
"Kepler-1327 b","Transit",1.90000000,
"Kepler-1990 b","Transit",,
"Kepler-552 b","Transit",,
"Kepler-1076 b","Transit",0.81000000,
"TOI-1533 c","Transit",7.50000000,36.60000000
"Kepler-1138 b","Transit",1.47500000,
"Kepler-25 b","Transit",2.60000000,4036.30000000
"Kepler-122 d","Transit",1.52000000,
"Kepler-987 b","Transit",,
"Kepler-1740 b","Transit",3.75000000,
"HD 105618 b","Radial Velocity",,25.42627256
"Kepler-1606 b","Transit",2.01800000,
"Kepler-1167 b","Transit",1.60000000,
"Kepler-1266 b","Transit",2.31900000,
"HATS-12 b","Transit",,
"Kepler-292 c","Transit",1.47000000,
"Kepler-207 b","Transit",1.57000000,
"WASP-79 b","Transit",17.14974047,270.15414595
"Kepler-335 b","Transit",,
"Kepler-352 d","Transit",,
"Kepler-1554 b","Transit",2.74000000,
"Kepler-1085 c","Transit",3.12000000,
"Kepler-1109 b","Transit",1.77000000,
"Kepler-270 c","Transit",,
"K2-275 b","Transit",2.24000000,
"Kepler-268 b","Transit",2.56400000,
"Kepler-1600 b","Transit",,
"Kepler-1885 b","Transit",,
"HD 21749 c","Transit",0.89200000,3.70000000
"WASP-129 b","Transit",,
"Kepler-1955 b","Transit",0.99000000,
"Kepler-1503 b","Transit",2.14000000,
"Kepler-85 d","Transit",,8.69679000
"Kepler-230 b","Transit",,
"Kepler-1515 b","Transit",9.55000000,
"Kepler-193 b","Transit",2.39000000,
"Kepler-899 b","Transit",2.57000000,
"Kepler-1288 b","Transit",1.88000000,
"Kepler-1016 c","Transit",,
"K2-85 b","Transit",1.20000000,
"Kepler-1599 b","Transit",1.83000000,
"Kepler-446 d","Transit",2.44000000,
"Kepler-1664 b","Transit",2.50000000,
"TIC 237913194 b","Transit",12.52045300,617.22586000
"Kepler-1205 b","Transit",1.98000000,
"HD 142245 b","Radial Velocity",,975.73810000
"Kepler-137 c","Transit",2.15000000,
"Kepler-1241 b","Transit",2.73000000,
"Kepler-1175 b","Transit",,
"Kepler-287 b","Transit",,83.00000000
"Kepler-416 b","Transit Timing Variations",2.58000000,
"Kepler-686 b","Transit",14.37396741,
"Kepler-1738 b","Transit",2.50000000,
"Kepler-1725 b","Transit",2.37000000,
"Kepler-1297 b","Transit",0.98000000,
"Kepler-1926 b","Transit",2.77000000,
"HATS-27 b","Transit",16.81350000,168.44990000
"Kepler-335 c","Transit",1.48000000,
"Kepler-601 b","Transit",1.77000000,
"K2-104 b","Transit",2.43000000,
"Kepler-1525 b","Transit",0.92200000,
"Kepler-20 e","Transit",0.84000000,
"Kepler-80 d","Transit",,
"Kepler-924 b","Transit",2.76500000,
"Kepler-1134 b","Transit",2.31000000,
"Kepler-2001 b","Transit",1.19099998,
"Kepler-245 d","Transit",3.12500000,
"WASP-42 b","Transit",12.10600000,158.90800000
"Kepler-812 b","Transit",,
"Kepler-1649 b","Transit",1.08000000,
"OGLE-TR-113 b","Transit",12.21781000,343.25640000
"K2-72 c","Transit",1.16000000,
"Kepler-374 b","Transit",,
"Kepler-1901 b","Transit",1.18000000,
"HAT-P-34 b","Transit",15.13215000,2227.98830000
"Kepler-1093 b","Transit",1.95000000,
"WASP-99 b","Transit",12.32990000,889.92400000
"Kepler-29 c","Transit",3.50000000,
"HD 190360 b","Radial Velocity",,474.19998324
"Kepler-438 b","Transit",,
"Kepler-984 b","Transit",3.14000000,
"Kepler-1133 b","Transit",,
"Kepler-304 c","Transit",,
"Kepler-1576 b","Transit",1.04000000,
"HD 11755 b","Radial Velocity",,1789.38290000
"KOI-351 e","Transit",2.66000000,
"Kepler-272 c","Transit",1.70000000,
"tau Gem b","Radial Velocity",,6547.00000000
"Kepler-30 c","Transit",12.77000000,
"Kepler-1208 b","Transit",2.42000000,
"2MASS J12073346-3932539 b","Imaging",15.69257298,1652.70771640
"Kepler-970 b","Transit",2.73000000,
"Kepler-1150 b","Transit",2.41000000,
"MOA-2016-BLG-227L b","Microlensing",,1700.00000000
"KMT-2019-BLG-1216L b","Microlensing",,40.36420769
"Kepler-1724 b","Transit",2.83677238,
"K2-117 b","Transit",1.74000000,
"TOI-1739 b","Transit",1.69500000,
"Kepler-164 b","Transit",1.45000000,
"HATS-33 b","Transit",12.91712883,
"Kepler-1459 b","Transit",1.58000000,
"Kepler-1898 b","Transit",0.93000000,
"Kepler-11 g","Transit",3.33000000,25.00000000
"Kepler-1721 b","Transit",2.57000000,
"Kepler-728 b","Transit",3.23000000,
"Kepler-1174 b","Transit",1.40000000,
"Kepler-1800 b","Transit",1.33000000,
"Kepler-49 e","Transit",2.16300000,
"Kepler-1537 b","Transit",1.18000000,
"MASCARA-1 b","Transit",21.37050000,
"Kepler-1718 b","Transit",2.37500000,
"Kepler-11 b","Transit",1.85000000,
"Kepler-859 b","Transit",2.79300000,
"Kepler-816 b","Transit",9.01000000,
"Kepler-1736 b","Transit",3.87658560,
"Kepler-1418 b","Transit",1.32000000,
"OGLE-2018-BLG-1700L b","Microlensing",,1400.00000000
"Kepler-773 b","Transit",1.68000000,
"Kepler-824 b","Transit",1.88000000,
"Kepler-195 c","Transit",,
"Kepler-32 f","Transit",1.47000000,
"TOI-150.01","Transit",,
"Kepler-1095 b","Transit",,
"Kepler-372 b","Transit",1.36000000,
"WASP-66 b","Transit",,
"HD 190007 b","Radial Velocity",,16.46000000
"Kepler-749 b","Transit",2.10000000,
"Kepler-1445 b","Transit",0.87000000,
"Kepler-1216 b","Transit",1.46000000,
"Kepler-438 b","Transit",,
"Kepler-49 d","Transit",1.82200000,
"K2-8 c","Transit",2.31000000,
"Kepler-186 e","Transit",,
"Kepler-1201 b","Transit",1.92000000,
"Kepler-619 d","Transit",4.35000000,
"Kepler-512 b","Transit",2.32900000,
"Kepler-315 b","Transit",,
"Kepler-306 c","Transit",2.32300000,
"Kepler-182 b","Transit",2.73000000,
"Kepler-573 b","Transit",2.44000000,
"Kepler-587 b","Transit",2.16000000,
"Kepler-1428 b","Transit",1.64000000,
"Kepler-1005 b","Transit",,
"Kepler-150 b","Transit",,
"Kepler-1161 b","Transit",2.85900000,
"HD 159868 c","Radial Velocity",,232.01000000
"WASP-66 b","Transit",,
"Kepler-1235 b","Transit",0.70000000,
"Kepler-128 b","Transit",1.42900000,
"Kepler-376 c","Transit",,
"Kepler-590 b","Transit",3.30000000,
"KMT-2023-BLG-1743L b","Microlensing",,6356.56814000
"Kepler-640 b","Transit",2.72000000,
"HAT-P-56 b","Transit",16.43239400,692.86940000
"Kepler-213 b","Transit",1.31000000,
