pl_name,discoverymethod,pl_rade,pl_bmasse
"Kepler-1165 b","Transit",1.43000000,
"Kepler-60 d","Transit",2.50000000,
"Kepler-511 b","Transit",6.35000000,
"Kepler-1340 b","Transit",0.98000000,
"K2-151 b","Transit",1.49000000,
"Kepler-910 b","Transit",,
"Kepler-236 b","Transit",,
"HD 11506 c","Radial Velocity",,129.67464000
"Kepler-502 b","Transit",,
"Kepler-472 b","Transit",3.07000000,
"Kepler-275 d","Transit",3.10000000,
"Kepler-1357 b","Transit",,
"Kepler-204 b","Transit",,
"Kepler-597 b","Transit",2.39500000,
"Kepler-374 d","Transit",1.91000000,
"Kepler-551 b","Transit",2.67000000,
"Kepler-140 b","Transit",1.35000000,
"Kepler-154 c","Transit",3.22000000,
"Kepler-374 d","Transit",,
"HIP 54373 b","Radial Velocity",,8.62000000
"Kepler-393 c","Transit",1.31100000,
"Kepler-694 b","Transit",,
"Kepler-426 b","Transit",12.22000000,108.06000000
"Kepler-1033 b","Transit",2.36600000,
"Kepler-968 b","Transit",,
"Kepler-186 d","Transit",1.53000000,
"TOI-6054.02","Transit",2.82000000,9.30000000
"K2-37 d","Transit",2.58000000,
"Kepler-1894 c","Transit",1.17000000,
"Kepler-851 b","Transit",1.69000000,
"Kepler-308 c","Transit",2.19000000,
"Kepler-902 b","Transit",,
"Kepler-230 c","Transit",2.60000000,
"Kepler-197 d","Transit",1.15000000,
"TOI-5795 b","Transit",5.62000000,23.66000000
"Kepler-303 b","Transit",,
"HS Psc b","Radial Velocity",,464.02947422
"Kepler-463 b","Transit",3.62000000,
"Kepler-1371 b","Transit",0.94300000,
"TOI-1443 b","Transit",2.30381001,30.00000000
"HD 134606 f","Radial Velocity",,5.63000000
"K2-32 c","Transit",3.11517954,
"Kepler-1841 b","Transit",1.78000000,
"Kepler-1466 b","Transit",,
"Kepler-1717 b","Transit",2.98929758,
"Kepler-150 e","Transit",2.95000000,
"Kepler-142 b","Transit",,
"Kepler-912 b","Transit",2.00000000,
"Kepler-385 d","Transit",2.46000000,
"Kepler-146 b","Transit",3.11200000,
"Kepler-1542 c","Transit",,
"Kepler-309 c","Transit",2.09000000,
"K2-35 c","Transit",1.69000000,
"Kepler-903 b","Transit",1.75000000,
"TOI-4329 b","Transit",16.81347105,143.02278315
"Kepler-784 c","Transit",1.55000000,
"Kepler-1674 b","Transit",,
"K2-370 b","Transit",3.20700000,
"Kepler-1564 b","Transit",1.39000000,
"Kepler-379 b","Transit",1.61800000,
"Kepler-221 d","Transit",,
"Kepler-244 c","Transit",2.53300000,
"Kepler-1972 b","Transit",0.80200000,2.02000000
"HD 216437 b","Radial Velocity",,1233.17421916
"Kepler-189 c","Transit",,
"HD 100546 b","Imaging",77.34210000,2701.54145950
"Kepler-238 e","Transit",5.60000000,169.70000000
"Kepler-271 d","Transit",0.67000000,
"Kepler-235 c","Transit",1.41000000,
"Kepler-235 e","Transit",,
"Kepler-68 d","Radial Velocity",,267.00000000
"Kepler-1188 b","Transit",,
"Kepler-993 b","Transit",2.97000000,
"OGLE-2015-BLG-0966L b","Microlensing",,21.00000000
"Kepler-410 A b","Transit",2.50000000,
"HD 181720 b","Radial Velocity",,117.59000000
"WASP-101 b","Transit",,
"Kepler-331 c","Transit",2.05000000,
"Teegarden's Star d","Radial Velocity",,0.82000000
"OGLE-2016-BLG-1195L b","Microlensing",,1.43000000
"Kepler-510 b","Transit",2.65100000,
"OGLE-TR-132 b","Transit",13.45000000,375.02000000
"CoRoT-4 b","Transit",13.43739593,
"Kepler-820 b","Transit",,
"Kepler-26 c","Transit",2.51000000,6.12000000
"TrES-3 b","Transit",,
"Kepler-222 d","Transit",3.51300000,
"Kepler-49 b","Transit",2.18000000,
"K2-48 b","Transit",2.78000000,
"Kepler-402 c","Transit",,
"Kepler-1258 b","Transit",0.84000000,
"Kepler-395 b","Transit",0.78000000,
"Kepler-187 c","Transit",2.70000000,
"Kepler-562 b","Transit",4.96000000,
"TOI-4342 c","Transit",2.34900000,4.80000000
"Kepler-1124 b","Transit",1.79000000,
"Kepler-1761 b","Transit",1.39109603,
"Kepler-32 e","Transit",1.09000000,
"Kepler-865 c","Transit",0.89000000,
"Kepler-385 c","Transit",3.30000000,
"Kepler-68 b","Transit",2.29000000,
"K2-59 b","Transit",2.41000000,
"Kepler-1766 b","Transit",,
"Kepler-1174 b","Transit",1.43000000,
"Kepler-837 b","Transit",,
"Kepler-752 b","Transit",2.95300000,
"Kepler-932 b","Transit",1.77000000,
"Kepler-619 c","Transit",,
"HD 18742 b","Radial Velocity",,858.10000000
"WASP-95 b","Transit",13.56000000,359.13000000
"Kepler-1858 b","Transit",2.27000000,
"Kepler-215 c","Transit",1.21000000,
"KMT-2021-BLG-0240L b","Microlensing",,127.13136280
"Kepler-1457 b","Transit",2.29200000,
"Kepler-1062 b","Transit",1.76000000,
"Kepler-186 d","Transit",1.55000000,
"Kepler-504 b","Transit",1.57000000,
"Kepler-339 b","Transit",1.38100000,
"Kepler-224 c","Transit",3.42000000,
"Kepler-804 c","Transit",,
"Kepler-1574 b","Transit",,
"K2-123 b","Transit",2.66000000,
"Kepler-566 b","Transit",2.16100000,
"Kepler-368 b","Transit",,
"Kepler-152 b","Transit",3.05000000,
"Kepler-97 b","Transit",1.60000000,
"Kepler-805 b","Transit",,
"Kepler-1405 b","Transit",3.08000000,
"Kepler-91 b","Transit",15.51300000,279.68000000
"Kepler-519 b","Transit",2.13300000,
"Kepler-1005 b","Transit",,
"Kepler-1414 b","Transit",3.40000000,
"Kepler-543 b","Transit",,
"Kepler-176 b","Transit",,
"Kepler-1233 b","Transit",2.26000000,
"Kepler-1073 b","Transit",1.95000000,
"Kepler-583 b","Transit",2.89000000,
"Kepler-324 b","Transit",1.15000000,
"Kepler-1741 b","Transit",1.01000000,
"K2-115 b","Transit",12.06000000,
"Kepler-399 c","Transit",,
"K2-131 b","Transit",1.81000000,6.50000000
"Kepler-80 d","Transit",1.56100000,
"OGLE-2018-BLG-0516L b","Microlensing",,20.10000000
"Kepler-594 b","Transit",,
"Kepler-560 b","Transit",1.57000000,
"Kepler-1751 b","Transit",1.61000000,
"K2-123 b","Transit",2.50000000,
"KMT-2019-BLG-1953L b","Microlensing",,
"Kepler-319 b","Transit",3.24000000,
"Kepler-572 b","Transit",2.29000000,
"WASP-172 b","Transit",20.34330000,
"NGTS-32 b","Transit",11.93484160,
"Kepler-251 d","Transit",4.25000000,
"HD 204313 b","Radial Velocity",,1576.42889872
"Kepler-149 c","Transit",1.66000000,
"Kepler-304 b","Transit",3.80000000,
"Kepler-152 b","Transit",3.09000000,
"Kepler-1733 b","Transit",2.31000000,
"Kepler-1115 b","Transit",2.17000000,
"Kepler-304 c","Transit",2.32000000,
"Kepler-783 b","Transit",1.05000000,
"Kepler-306 c","Transit",,
"Kepler-158 b","Transit",2.53000000,
"Kepler-630 b","Transit",,
"Kepler-809 b","Transit",3.01000000,
"Kepler-176 b","Transit",1.41000000,
"K2-38 c","Transit",2.83000000,
"Kepler-551 b","Transit",2.11000000,
"Kepler-1164 b","Transit",1.08900000,
"Kepler-941 b","Transit",3.08000000,
"Kepler-1057 b","Transit",2.66000000,
"Kepler-290 b","Transit",2.18000000,
"Kepler-407 b","Transit",1.07000000,
"Kepler-1461 b","Transit",,
"Kepler-868 b","Transit",2.04000000,
"Kepler-1795 b","Transit",1.84000000,
"Kepler-571 b","Transit",2.51000000,
"Kepler-1770 b","Transit",2.95000000,
"MOA-2013-BLG-605L b","Microlensing",,20.58000000
"Kepler-1236 b","Transit",1.92000000,
"Kepler-29 c","Transit",2.78000000,
"HATS-61 b","Transit",9.95177000,
"TOI-5799 b","Transit",1.73300000,
"Kepler-861 b","Transit",2.43000000,
"Kepler-1400 b","Transit",1.62000000,
"Kepler-1200 b","Transit",1.07400000,
"Kepler-1691 b","Transit",1.74000000,
"Kepler-151 b","Transit",3.00000000,
"KMT-2020-BLG-0414L b","Microlensing",,1.75000000
"Kepler-1383 b","Transit",,
"HD 10975 b","Radial Velocity",,143.02278315
"Kepler-405 c","Transit",3.81000000,
"Kepler-1245 c","Transit",1.77000000,
"Kepler-624 b","Transit",2.11000000,
"HATS-9 b","Transit",13.74175585,
"HD 16175 b","Radial Velocity",,1516.04910000
"HAT-P-20 b","Transit",9.71800000,2302.89900000
"HATS-29 b","Transit",,
"TOI-5713 b","Transit",1.86054730,
"Kepler-104 c","Transit",,
"Kepler-426 b","Transit",10.55297726,
"Kepler-29 c","Transit",2.39000000,
"Kepler-920 c","Transit",3.80000000,
"Kepler-770 d","Transit",1.14000000,
"Kepler-870 b","Transit",2.67000000,
"Kepler-326 b","Transit",2.55000000,
"Kepler-411 d","Transit",3.37600000,
"KMT-2024-BLG-0404L c","Microlensing",,17.30000000
"Kepler-860 b","Transit",2.91000000,
"Kepler-174 b","Transit",2.09000000,
"70 Vir b","Radial Velocity",,2297.89938261
"Kepler-1295 b","Transit",1.50000000,
"TOI-6383 A b","Transit",11.41090000,
"Kepler-1158 b","Transit",1.58000000,
"Kepler-1505 b","Transit",0.93000000,
"Kepler-538 b","Transit",2.13000000,
"Kepler-532 b","Transit",2.62000000,
"Kepler-1307 b","Transit",2.47000000,
"Kepler-1972 c","Transit",0.58600000,
"Kepler-1699 b","Transit",1.32000000,
"Kepler-186 b","Transit",1.06000000,
"Kepler-545 b","Transit",2.69000000,
"TOI-1036 b","Transit",5.98375000,
"Kepler-83 c","Transit",2.04000000,
"Kepler-301 c","Transit",1.47800000,
"Kepler-937 b","Transit",3.27000000,
"TOI-1438 b","Transit",3.04000000,9.40000000
"K2-147 b","Transit",1.38000000,
"PSR B1257+12 d","Pulsar Timing",,2.80000000
"Kepler-338 c","Transit",2.14000000,
"Kepler-348 b","Transit",1.49000000,
"Kepler-1712 b","Transit",1.94000000,
"HATS-3 b","Transit",15.48000000,340.38200000
"HD 135694 b","Transit",2.85700000,
"Kepler-329 b","Transit",,
"Kepler-758 d","Transit",2.25600000,
"Kepler-604 b","Transit",,
"Kepler-1932 b","Transit",1.42000000,
"HD 176986 c","Radial Velocity",,2097.98531461
"HR 5183 b","Radial Velocity",,1026.59090000
"Kepler-1228 b","Transit",1.48400000,
"Kepler-139 d","Transit",1.95000000,
"Kepler-1162 b","Transit",2.00000000,
"Kepler-830 b","Transit",1.74000000,
"K2-350 c","Transit",2.81000000,
"Kepler-1799 b","Transit",,
"Kepler-783 c","Transit",,
"Kepler-374 c","Transit",1.10000000,
"Kepler-801 b","Transit",2.07200000,
"Kepler-725 b","Transit",9.94000000,
"TOI-2200 b","Transit",6.96310517,
"WASP-98 b","Transit",12.33000000,263.79000000
"TOI-2295 c","Radial Velocity",,1783.01736327
"Kepler-250 c","Transit",2.23800000,
"TOI-205 b","Transit",2.50121142,
"Kepler-701 b","Transit",2.40000000,
"Kepler-1691 b","Transit",,
"Kepler-1588 b","Transit",0.81000000,
"Kepler-1987 c","Transit",1.47000000,
"Kepler-1547 b","Transit",0.90000000,
"Kepler-24 c","Transit",4.75000000,
"K2-30 b","Transit",12.30000000,
"Kepler-87 b","Transit",12.28000000,
"Kepler-1333 b","Transit",4.85000000,
"Kepler-173 c","Transit",,
"Kepler-85 d","Transit",,
"Kepler-319 d","Transit",4.30000000,
"WASP-5 b","Transit",,
"Kepler-952 b","Transit",7.91000000,
"Kepler-1016 c","Transit",3.50000000,
"CoRoT-13 b","Transit",14.03366800,416.99296000
"Kepler-1181 c","Transit",1.83000000,
"Kepler-58 c","Transit",4.10000000,
"Kepler-653 c","Transit",0.76800000,
"Kepler-1012 b","Transit",1.50500000,
"HD 86264 b","Radial Velocity",,2224.81000000
"EPIC 220674823 c","Transit",2.71200000,7.90000000
"Kepler-203 b","Transit",2.50800000,
"Kepler-430 c","Transit",1.48000000,
"Kepler-942 b","Transit",2.02000000,
"Kepler-880 c","Transit",1.53000000,
"HD 160691 e","Radial Velocity",,2224.79884900
"Kepler-394 d","Transit",1.50000000,
"Kepler-1927 b","Transit",,
"Kepler-1471 c","Transit",1.88000000,
"WASP-48 b","Transit",18.71903000,327.68273000
"Kepler-1788 b","Transit",,
"Kepler-281 d","Transit",,
"Kepler-1472 b","Transit",,
"Kepler-180 c","Transit",2.69000000,
"Kepler-964 b","Transit",,
"WASP-197 b","Transit",14.44837612,403.32424848
"Kepler-23 d","Transit",2.28000000,
"Kepler-1279 b","Transit",1.75000000,
"WASP-49 b","Transit",13.42838200,126.81417000
"Kepler-1438 b","Transit",0.94000000,
"Kepler-569 b","Transit",,
"Kepler-332 b","Transit",,
"Kepler-134 b","Transit",2.26000000,
"Kepler-1765 b","Transit",2.82000000,
"Kepler-192 c","Transit",2.08000000,
"Kepler-228 c","Transit",2.77000000,
"Kepler-1710 b","Transit",2.58700000,3.49494179
"Kepler-507 b","Transit",1.22000000,
"Kepler-538 b","Transit",2.15700000,10.45979280
"Kepler-446 b","Transit",1.50000000,
"Kepler-1268 b","Transit",,
"HD 11964 b","Radial Velocity",,193.90000000
"Kepler-713 b","Transit",2.33000000,
"Kepler-1131 b","Transit",1.44000000,
"Kepler-1431 b","Transit",1.59000000,
"Kepler-1618 b","Transit",1.40900000,
"Kepler-1197 b","Transit",1.25000000,
"MOA-2016-BLG-526L b","Microlensing",,14.30227832
"Kepler-625 c","Transit",1.22000000,
"Kepler-836 b","Transit",2.68000000,
"Kepler-139 b","Transit",2.37700000,
"Kepler-819 b","Transit",,
"Kepler-1517 b","Transit",22.27000000,
"Kepler-783 c","Transit",,
"Kepler-996 b","Transit",,
"Kepler-1591 b","Transit",1.59700000,
"TOI-3894 b","Transit",15.15454191,279.68899816
"KOBE-1 c","Radial Velocity",,12.40000000
"Kepler-311 b","Transit",,
"Kepler-691 b","Transit",,
"Kepler-982 b","Transit",2.87000000,
"Kepler-446 c","Transit",2.10000000,
"Kepler-113 b","Transit",1.82000000,11.70000000
"Kepler-194 d","Transit",,
"Kepler-10 c","Transit",2.35500000,11.29000000
"Kepler-272 c","Transit",1.94000000,
"Kepler-538 b","Transit",2.13000000,
"Kepler-109 b","Transit",2.29000000,
"Kepler-1104 b","Transit",1.29600000,
"Kepler-1963 b","Transit",0.74437023,
"Kepler-334 c","Transit",1.58000000,
"K2-3 d","Transit",1.52000000,
"Kepler-350 d","Transit",2.28000000,14.80000000
"TOI-2986 b","Transit",8.32327000,
"Kepler-277 b","Transit",2.92000000,78.10000000
"GJ 649 b","Radial Velocity",,87.40281192
"Kepler-226 b","Transit",1.68000000,
"Kepler-190 b","Transit",1.43000000,
"Kepler-357 b","Transit",1.84000000,
"Kepler-1218 b","Transit",1.36000000,
"WASP-24 b","Transit",15.46842000,394.10920000
"TOI-3261 b","Transit",3.82000000,30.30000000
"Kepler-127 b","Transit",1.41000000,
"Kepler-633 c","Transit",,
"Kepler-223 c","Transit",3.44000000,5.10000000
"Kepler-732 b","Transit",2.13000000,
"Kepler-84 e","Transit",,
"Kepler-364 b","Transit",1.64000000,
"Kepler-220 d","Transit",1.03000000,
"Kepler-1430 b","Transit",,
"Kepler-1417 b","Transit",1.00000000,
"Kepler-1460 b","Transit",2.21700000,
"Kepler-55 f","Transit",1.60000000,
"Kepler-1638 b","Transit",1.60000000,
"Kepler-155 c","Transit",,
"Kepler-279 d","Transit",4.28500000,
"Kepler-1376 b","Transit",1.06000000,
"Kepler-1214 b","Transit",,
"Kepler-531 b","Transit",2.81000000,
"Kepler-1506 b","Transit",1.46000000,
"Kepler-27 c","Transit",6.24600000,
"KMT-2016-BLG-2321L b","Microlensing",,301.93698665
"Kepler-755 b","Transit",1.76000000,
"Kepler-229 b","Transit",2.24500000,
"Kepler-1936 b","Transit",,
"Kepler-245 b","Transit",,
"Kepler-1296 b","Transit",1.05000000,
"Kepler-23 c","Transit",3.20000000,858.10000000
"Kepler-1447 b","Transit",4.01000000,
"Kepler-1622 b","Transit",1.15000000,
"Kepler-186 c","Transit",1.23000000,
"HAT-P-3 b","Transit",,187.83753000
"HD 180314 b","Radial Velocity",,7216.92963775
"Kepler-1417 b","Transit",,
"MASCARA-4 b","Transit",17.78610000,
"HAT-P-50 b","Transit",14.43719200,431.93097000
"Kepler-390 b","Transit",0.82000000,
"Kepler-310 d","Transit",2.50000000,
"WASP-79 b","Transit",,
"Kepler-55 d","Transit",1.64000000,
"Kepler-473 b","Transit",,
"Kepler-363 d","Transit",2.12100000,
"Kepler-202 b","Transit",1.63000000,
"Kepler-396 c","Transit",6.07000000,
"KMT-2021-BLG-0748L b","Microlensing",,143.02278315
"Kepler-1102 b","Transit",3.13000000,
"Kepler-65 b","Transit",1.45200000,
"Kepler-403 d","Transit",1.42000000,
"Kepler-195 c","Transit",1.71000000,
"K2-57 b","Transit",2.30905002,
"Kepler-1013 b","Transit",4.70000000,
"Kepler-1676 b","Transit",1.88000000,
"K2-28 b","Transit",2.32000000,
"Kepler-902 b","Transit",2.49000000,
"K2-27 b","Transit",5.36000000,
"Kepler-554 b","Transit",,
"Kepler-292 f","Transit",2.35000000,
"HIP 75092 b","Radial Velocity",,483.09917864
"Kepler-215 e","Transit",,
"HD 74156 c","Radial Velocity",,2469.53910000
"Kepler-359 d","Transit",24.43700000,
"Kepler-220 e","Transit",,
"Kepler-220 d","Transit",0.98000000,
"Kepler-1415 b","Transit",,
"Kepler-1405 b","Transit",3.00000000,
"Kepler-158 c","Transit",1.82000000,
"Kepler-204 c","Transit",1.47400000,
"Kepler-366 c","Transit",1.79000000,
"Kepler-914 b","Transit",1.32000000,
"Kepler-753 b","Transit",1.52000000,
"Kepler-1085 c","Transit",3.07800000,
"Kepler-52 b","Transit",2.21000000,
"HD 67087 c","Radial Velocity",,1540.00000000
"Kepler-391 c","Transit",3.60000000,
"WASP-135 b","Transit",,
"TrES-2 b","Transit",13.02485800,457.67520000
"Kepler-1195 b","Transit",2.30000000,
"WASP-117 b","Transit",11.44400000,87.55850000
"Kepler-112 c","Transit",,
"Kepler-224 e","Transit",2.00000000,
"WASP-21 b","Transit",13.02483557,87.72064033
"CoRoT-3 b","Transit",11.32109000,6814.27520000
"Kepler-734 b","Transit",,
"TOI-1883 b","Transit",5.65000000,
"Kepler-179 c","Transit",2.57000000,
"Kepler-421 b","Transit",,
"Kepler-1251 b","Transit",2.47300000,
"Kepler-516 b","Transit",4.80000000,
"K2-36 b","Transit",1.29100000,5.10000000
"HD 191939 f","Radial Velocity",,915.34581216
"Kepler-1191 b","Transit",1.38000000,
"KMT-2019-BLG-1216L b","Microlensing",,29.87587026
"Kepler-1853 b","Transit",2.96000000,
"Kepler-1675 b","Transit",2.73000000,
"TOI-4465 b","Transit",14.01122587,1872.00931723
"TOI-622 b","Transit",9.30024126,
"Kepler-1135 b","Transit",,
"Kepler-572 b","Transit",,
"Kepler-124 c","Transit",2.55200000,
"Kepler-928 b","Transit",1.80000000,
"Kepler-196 b","Transit",3.68000000,
"Kepler-301 c","Transit",,
"Kepler-1025 b","Transit",1.64000000,
"Kepler-336 d","Transit",2.38000000,
"Kepler-1258 b","Transit",,
"Kepler-322 c","Transit",1.63000000,
"Kepler-1064 b","Transit",1.26000000,
"Kepler-1191 b","Transit",1.52000000,
"Kepler-172 c","Transit",2.35000000,
"bet UMi b","Radial Velocity",,1938.70000000
"Kepler-188 b","Transit",1.57400000,
"Kepler-1093 b","Transit",2.10000000,
"Kepler-58 c","Transit",,
"Kepler-1407 b","Transit",2.70300000,
"Kepler-384 c","Transit",1.61000000,
"K2-44 b","Transit",2.93920584,
"Kepler-424 b","Transit",7.10000000,
"Kepler-117 c","Transit",12.14800000,
"Kepler-396 b","Transit",3.49000000,
"Kepler-126 c","Transit",1.63000000,
"WASP-13 b","Transit",,
"KMT-2023-BLG-0949L b","Microlensing",,1242.70907137
"Kepler-396 b","Transit",3.11000000,
"Kepler-1285 b","Transit",,
"Kepler-176 b","Transit",1.55200000,
"Kepler-536 b","Transit",6.18000000,
"Kepler-210 c","Transit",3.39000000,
"Kepler-360 c","Transit",2.50000000,
"HD 210702 b","Radial Velocity",,603.87700000
"7 CMa b","Radial Velocity",,616.50000000
"Kepler-91 b","Transit",,146.20180000
"Kepler-980 b","Transit",,
"K2-122 b","Transit",1.21000000,
"Kepler-165 b","Transit",2.50000000,
"Kepler-1320 b","Transit",1.71000000,
"KELT-14 b","Transit",,
"Kepler-962 b","Transit",1.98000000,
"TOI-1467 b","Transit",1.67599550,9.00000000
"Kepler-112 c","Transit",3.70000000,
"Kepler-309 b","Transit",1.56000000,
"TOI-1235 b","Transit",1.69400000,5.90000000
"Kepler-686 b","Transit",12.15000000,
"Kepler-1525 b","Transit",0.84000000,
"TOI-2285 b","Transit",1.77000000,
"Kepler-751 b","Transit",,
"Kepler-103 b","Transit",3.25700000,13.90206827
"Kepler-103 c","Transit",5.61300000,30.44500869
"pi Men c","Transit",,
"LHS 475 b","Transit",0.97500000,
"TOI-907.01","Transit",9.61588510,
"TOI-3353.01","Transit",2.66675550,
"NGTS-26 b","Transit",14.88552637,92.80589484
"TIC 46432937 b","Transit",13.31626907,1017.05090240
"HIP 67522 b","Transit",9.98720180,
"HIP 67522 c","Transit",7.93595834,
"HIP 67522 b","Transit",9.76300000,
"Kepler-103 b","Transit",3.25700000,
"Kepler-103 c","Transit",5.61300000,
"Kepler-1976 b","Transit Timing Variations",11.80100000,
"HD 39091 b","Radial Velocity",,4481.38053870
"pi Men c","Transit",2.11000000,4.30000000
"TOI-2322 b","Transit",0.99400000,2.31000000
"TOI-2322 c","Transit",1.87400000,18.10000000
"Kepler-103 b","Transit",3.48570000,11.67000000
"Kepler-103 c","Transit",5.45390000,58.47000000
"pi Men c","Transit",2.01890000,
"HIP 67522 b","Transit",10.17800000,
"TOI-912 b","Transit",1.93000000,5.10000000
"TOI-1230.01","Transit",3.23000000,
"HD 39091 b","Radial Velocity",,3341.00000000
"pi Men c","Transit",,4.20000000
"pi Men d","Radial Velocity",,15.90000000
"TIC 46432937 b","Transit",13.64261159,
"HD 5278 b","Transit",2.38798233,
"TOI-913 b","Transit",2.46351531,
"TOI-1105 b","Transit",3.05823658,
"HD 39091 b","Radial Velocity",,3941.07224680
"HD 39091 b","Radial Velocity",,3591.46099910
"TOI-707 b","Transit",2.41600000,
"Kepler-546 b","Transit",6.61526840,
"Kepler-433 b","Transit",18.66366879,
"Kepler-1976 b","Transit Timing Variations",13.95732458,
"Kepler-103 c","Transit",5.05709791,
"CoRoT-8 b","Transit",5.07248337,
"NGTS-26 b","Transit",18.30369096,
"Kepler-484 b","Transit",2.53000000,
"Kepler-130 c","Transit",2.87700000,
"Kepler-230 b","Transit",3690.88900000,
"Kepler-1504 b","Transit",,
"Kepler-1523 b","Transit",,
"Kepler-219 b","Transit",2.60100000,
"6 Lyn b","Radial Velocity",,762.80000000
"GJ 328 b","Radial Velocity",,731.00000000
"Kepler-937 b","Transit",,
"Kepler-176 c","Transit",2.40000000,
"WASP-5 b","Transit",12.18400000,502.15000000
"Kepler-677 b","Transit",5.31000000,
"Kepler-651 b","Transit",2.29000000,
"TOI-2071 b","Transit",2.58758199,
"Kepler-234 c","Transit",3.75000000,
"Kepler-1285 b","Transit",1.40000000,
"Kepler-510 b","Transit",,
"Kepler-930 b","Transit",,
"Kepler-797 b","Transit",1.90000000,
"KOI-13 b","Transit",,
"Kepler-1078 b","Transit",1.61000000,
"Kepler-577 b","Transit",,
"Kepler-278 c","Transit",3.36000000,
"Kepler-31 c","Transit",5.30000000,
"HD 7924 c","Radial Velocity",,7.86000000
"Kepler-282 d","Transit",2.46000000,
"Kepler-253 d","Transit",3.17000000,
